时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	温度(°C)	电量(%)
2025-6-24 21:48:21:650	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.005	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:650	WTLEFT(C3:11:EA:D7:53:77)	-0.011		0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:650	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.003	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:650	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.003	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:650	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.005	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:669	WTRIGHT(D0:74:13:DA:DA:8C)	-0.051	0.987	0.105	-0.061			-7.03	4.87	-147.41	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:669	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.99	0.107	0.122			-7.03	4.87	-147.41	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:669	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.988	0.103	-0.061			-7.03	4.87	-147.41	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:669	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.988	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:669	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.988	0.104		0.061		-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:669	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.991	0.103	-0.061			-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:669	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.988	0.101	-0.122			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:669	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.991	0.102	-0.183	0.061		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:683	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:683	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.003	1.001				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:683	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.001	1.001				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:683	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.002	0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:683	WTLEFT(C3:11:EA:D7:53:77)	-0.01		1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:683	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.002	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:683	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.004	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:683	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.001	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:699	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.99	0.104	-0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:700	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.99	0.103	-0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:700	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.99	0.104		0.061		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:700	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.989	0.102	-0.122			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:700	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.991	0.104		0.061		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:700	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.989	0.1	-0.183			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:700	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.987	0.103		0.061		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:700	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.988	0.105				-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:709	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:709	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.003	0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:709	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.004	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:709	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.004	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:709	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.006	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:709	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.003	0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:709	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.003	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:709	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.006	0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:730	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.988	0.1		0.061		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:730	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.988	0.103	-0.061	0.122		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:730	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.989	0.102	-0.122			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:730	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.987	0.101	-0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:730	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.99	0.104	-0.244			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:730	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.991	0.1	0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:730	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.99	0.103	-0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:730	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.99	0.104	0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:769	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	1.003				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:769	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:769	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.002	0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:769	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	0.997				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:769	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.003	1.002				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:769	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.005	1.001				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:769	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:769	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.004	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:791	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.991	0.102				-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:791	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.991	0.105	0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:791	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.99	0.104	0.061	0.061		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:791	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.989	0.104	-0.122			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:791	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.989	0.104				-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:791	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.99	0.103	-0.061	0.244		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:791	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.988	0.102				-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:791	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.989	0.103	0.122	-0.122		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:799	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:799	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.003	0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:799	WTLEFT(C3:11:EA:D7:53:77)	-0.014	-0.005	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:799	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.003	0.997				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:799	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.003	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:799	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.004	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:799	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:799	WTLEFT(C3:11:EA:D7:53:77)	-0.012		0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:820	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.989	0.101	0.122	0.122		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:820	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.99	0.103	-0.061	0.061		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:820	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.991	0.1	0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:820	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.99	0.104				-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:820	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.989	0.105	-0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:820	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.99	0.104		0.183		-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:820	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.99	0.099	-0.061			-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:820	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.991	0.103				-7.04	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:829	WTLEFT(C3:11:EA:D7:53:77)	-0.012		0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:829	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.005	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:829	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.002	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:830	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.005	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:830	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.001	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:830	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.006	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:830	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.004	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:830	WTLEFT(C3:11:EA:D7:53:77)	-0.009		1.001				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:855	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.991	0.103		-0.061		-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:855	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.989	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:855	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.989	0.101				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:855	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.989	0.105				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:855	WTRIGHT(D0:74:13:DA:DA:8C)	-0.041	0.986	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:855	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.989	0.105				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:855	WTRIGHT(D0:74:13:DA:DA:8C)	-0.04	0.989	0.105				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:855	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.99	0.103				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:890	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.003	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:890	WTLEFT(C3:11:EA:D7:53:77)	-0.008	-0.001	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:890	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.001	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:890	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.005	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:890	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.003	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:890	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.004	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:890	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.005	1.001				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:890	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.004	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.989	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.989	0.106				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.989	0.102				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.99	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.988	0.102				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.991	0.101				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.99	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.988	0.105				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:922	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	1.002				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:922	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:922	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.002	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:922	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.003	0.997				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:922	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:922	WTLEFT(C3:11:EA:D7:53:77)	-0.012		1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:922	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:922	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.005	1.001				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:939	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.989	0.105				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:939	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.99	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:939	WTRIGHT(D0:74:13:DA:DA:8C)	-0.051	0.989	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:939	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.991	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:939	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.988	0.103				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:939	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.99	0.104				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:939	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.988	0.103				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:939	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.989	0.105				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:955	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.003	1.001				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:955	WTLEFT(C3:11:EA:D7:53:77)	-0.014	-0.005	0.997				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:955	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.001	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:955	WTLEFT(C3:11:EA:D7:53:77)	-0.01		1.003				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:955	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	1.002				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:955	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.002	1.001				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:955	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.003	0.998				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:955	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.004	0.999				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:21:970	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.99	0.105				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:970	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.992	0.101				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:970	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.988	0.102				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:970	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.988	0.1				-7.03	4.87	-147.4	-59.192	-34.104	91.042	32.4	100
2025-6-24 21:48:21:970	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.988	0.103				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:21:970	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.991	0.104				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:21:970	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.988	0.103				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:21:970	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.988	0.103				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:22:14	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.004	1				-0.02	1.57	-95.44	-91.434	-8.82	18.816	29	100
2025-6-24 21:48:22:15	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.004	0.997				-0.02	1.57	-95.44	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:15	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.002	0.997				-0.02	1.57	-95.44	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:15	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.003	1				-0.02	1.57	-95.44	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:15	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	1				-0.02	1.57	-95.44	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:15	WTLEFT(C3:11:EA:D7:53:77)	-0.008	-0.003	1				-0.02	1.57	-95.44	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:15	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.004	1.001				-0.02	1.57	-95.44	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:15	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	0.998				-0.02	1.57	-95.45	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:32	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.991	0.103				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:22:32	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.988	0.104				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:22:32	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.99	0.104				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:22:32	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.989	0.104				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:22:32	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.986	0.101				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:22:32	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.988	0.103				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:22:32	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.991	0.101				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:22:32	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.99	0.104				-7.03	4.87	-147.4	-59.192	-34.3	91.238	32.4	100
2025-6-24 21:48:22:41	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.003	1.001				-0.02	1.57	-95.45	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:42	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	1				-0.02	1.57	-95.45	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:42	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	0.998				-0.02	1.57	-95.45	-91.434	-8.82	18.522	29	100
2025-6-24 21:48:22:42	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.002	0.998				-0.02	1.57	-95.45	-91.434	-8.82	18.522	29	100
