时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	温度(°C)	电量(%)
2025-6-24 21:48:45:794	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.989	0.105	0.061		0.183	-6.94	4.89	-147.41	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:794	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.99	0.103		0.061		-6.94	4.89	-147.41	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:794	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.988	0.099			0.183	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:794	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.992	0.1	0.122	-0.122		-6.94	4.89	-147.41	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:794	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.99	0.099		0.061		-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:802	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.002	1	0.122	-0.061		-0.02	1.57	-95.46	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:802	WTLEFT(C3:11:EA:D7:53:77)	-0.012		1	0.183			-0.02	1.57	-95.46	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:802	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	0.998				-0.02	1.57	-95.46	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:802	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.003	1		0.061		-0.02	1.57	-95.46	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:802	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	0.998				-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:802	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	1	-0.122			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:802	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.005	0.998	-0.122			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:802	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.001	0.998	-0.183			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:823	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.987	0.104	0.061	-0.122		-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:823	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.986	0.1				-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:823	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.99	0.103		-0.061	-0.122	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:823	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.99	0.102			-0.122	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:823	WTRIGHT(D0:74:13:DA:DA:8C)	-0.054	0.987	0.104		-0.061	-0.061	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:823	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.989	0.101	-0.183			-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:823	WTRIGHT(D0:74:13:DA:DA:8C)	-0.051	0.99	0.102	-0.122	0.122		-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:823	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.991	0.105	0.122			-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:877	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.001	1	-0.061			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:877	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.001	0.999	-0.061			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:877	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.001	1	0.122	-0.122		-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:878	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.004	0.999	0.183	0.061		-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:878	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.004	1				-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:878	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.001	0.999		0.122		-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:878	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	1		0.061		-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:878	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.002	1	0.061			-0.01	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:882	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.989	0.104	0.061	0.122		-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:882	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.988	0.102	0.122		0.183	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:882	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.991	0.102	0.122	-0.061	0.061	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:882	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.991	0.102	-0.061	-0.122		-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:882	WTRIGHT(D0:74:13:DA:DA:8C)	-0.039	0.989	0.101		-0.061	0.061	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:883	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.991	0.101			-0.061	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:883	WTRIGHT(D0:74:13:DA:DA:8C)	-0.045	0.99	0.1		0.061		-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:883	WTRIGHT(D0:74:13:DA:DA:8C)	-0.046	0.989	0.105				-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:890	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.004	1	0.244	0.122		-0.01	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:890	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.002	1		0.061		-0.01	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:890	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.005	1.001	-0.183			-0.01	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:890	WTLEFT(C3:11:EA:D7:53:77)	-0.011		1	-0.061			-0.01	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:890	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	1	-0.061			-0.01	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:890	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	0.999	-0.183			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:890	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.004	0.999	-0.061			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:890	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.005	1	-0.061	0.122		-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.989	0.102				-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.993	0.104	0.122	-0.122	-0.122	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.988	0.104			-0.061	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.989	0.102			-0.061	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.991	0.101	0.061		-0.061	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.99	0.101	-0.122			-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.047	0.988	0.104	0.122			-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:912	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.988	0.104	0.061		0.061	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:921	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.005	1.002				-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:921	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	0.998	-0.244	0.122		-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:921	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.004	0.997	0.122			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:921	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.001	1	0.061	-0.061		-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:921	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	0.997		0.061		-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:921	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.002	0.999	-0.061			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:921	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.003	0.996	-0.183			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:921	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.004	0.997				-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:944	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.987	0.103	0.061		0.061	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:944	WTRIGHT(D0:74:13:DA:DA:8C)	-0.04	0.986	0.105	-0.061	0.122		-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:944	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.986	0.102	0.061	0.122		-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:944	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.986	0.101				-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:944	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.983	0.1	0.122	0.061	-0.305	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:944	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.985	0.105	0.061		-0.183	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:944	WTRIGHT(D0:74:13:DA:DA:8C)	-0.051	0.986	0.104	0.061	0.122	-0.183	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:944	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.987	0.104	0.183		-0.244	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:45:983	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.002	0.996	-0.122			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:983	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	0.996	-0.122			-0.02	1.57	-95.47	-91.336	-8.82	19.012	30	100
2025-6-24 21:48:45:983	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.007	0.996	-0.122			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:45:983	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.004	0.995	-0.061			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:45:983	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.004	0.996	-0.122			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:45:983	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.005	1.001		-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:45:983	WTLEFT(C3:11:EA:D7:53:77)	-0.014	-0.005	1		-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:45:983	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.006	1.005	0.122	-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:0	WTRIGHT(D0:74:13:DA:DA:8C)	-0.058	0.989	0.109	0.061		-0.183	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:46:0	WTRIGHT(D0:74:13:DA:DA:8C)	-0.059	0.99	0.106			-0.244	-6.94	4.89	-147.4	-58.996	-33.614	90.748	32.1	100
2025-6-24 21:48:46:0	WTRIGHT(D0:74:13:DA:DA:8C)	-0.059	0.992	0.104	0.183	0.122		-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:0	WTRIGHT(D0:74:13:DA:DA:8C)	-0.059	0.994	0.1	0.122	-0.061	-0.122	-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:0	WTRIGHT(D0:74:13:DA:DA:8C)	-0.058	0.995	0.103			0.061	-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:0	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.997	0.101	0.244	-0.061	0.061	-6.93	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:1	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.996	0.101	-0.122		0.183	-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:1	WTRIGHT(D0:74:13:DA:DA:8C)	-0.041	0.995	0.1		-0.061	0.183	-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:10	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.005	1.007				-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:10	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.003	1.01	0.122			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:10	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.006	1.009	0.183			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:10	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	1.011	0.061			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:10	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	1.01	0.122			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:10	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.005	1.008				-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:10	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.003	1.004	-0.183	-0.122		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:10	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.001	1	-0.061	0.122		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:34	WTRIGHT(D0:74:13:DA:DA:8C)	-0.038	0.996	0.099	-0.122	-0.061	0.244	-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:34	WTRIGHT(D0:74:13:DA:DA:8C)	-0.038	0.996	0.095				-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:34	WTRIGHT(D0:74:13:DA:DA:8C)	-0.036	0.993	0.097	-0.244			-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:34	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.993	0.095	-0.122	0.061	-0.122	-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:39	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.99	0.1	-0.183		-0.183	-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:39	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.987	0.107	-0.122	-0.061	-0.366	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:39	WTRIGHT(D0:74:13:DA:DA:8C)	-0.054	0.985	0.109	-0.244	0.122	-0.061	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:40	WTRIGHT(D0:74:13:DA:DA:8C)	-0.055	0.981	0.109	-0.122			-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:42	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.002	0.998	-0.183			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:42	WTLEFT(C3:11:EA:D7:53:77)	-0.009		0.994	-0.244	-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:42	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.003	0.991	-0.122			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:42	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.002	0.992				-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:42	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.006	0.989	0.061	-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:42	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.002	0.991		0.122		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:42	WTLEFT(C3:11:EA:D7:53:77)	-0.008	-0.001	0.994	-0.061			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:42	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	0.997	0.061			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:62	WTRIGHT(D0:74:13:DA:DA:8C)	-0.052	0.98	0.109		0.183		-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:62	WTRIGHT(D0:74:13:DA:DA:8C)	-0.056	0.982	0.11				-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:62	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.982	0.107				-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:62	WTRIGHT(D0:74:13:DA:DA:8C)	-0.049	0.982	0.104	0.183		0.122	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:62	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.985	0.102	0.061	0.061	0.061	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:62	WTRIGHT(D0:74:13:DA:DA:8C)	-0.04	0.991	0.104	0.244	-0.061	0.061	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:62	WTRIGHT(D0:74:13:DA:DA:8C)	-0.04	0.992	0.102	0.488		0.244	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:62	WTRIGHT(D0:74:13:DA:DA:8C)	-0.038	0.993	0.101	0.183	-0.061	0.122	-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:103	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	0.999	0.183	0.122		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:103	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.006	1.004				-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:103	WTLEFT(C3:11:EA:D7:53:77)	-0.008	-0.002	1.004	0.122	-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:103	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.002	1.003				-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:103	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.001	1.005	-0.061	0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:103	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.004	1.006	-0.061	0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:103	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.001	1.004	-0.183	-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:103	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.001	1.003	-0.366	0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:123	WTRIGHT(D0:74:13:DA:DA:8C)	-0.04	0.993	0.1	0.122			-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:123	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.993	0.098	0.122			-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:123	WTRIGHT(D0:74:13:DA:DA:8C)	-0.042	0.994	0.099	-0.122	-0.061		-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:123	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.992	0.098	-0.122	0.061	-0.061	-6.94	4.89	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:123	WTRIGHT(D0:74:13:DA:DA:8C)	-0.051	0.991	0.1	-0.122	0.061	-0.183	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:123	WTRIGHT(D0:74:13:DA:DA:8C)	-0.051	0.991	0.1	-0.061	-0.061	-0.061	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:123	WTRIGHT(D0:74:13:DA:DA:8C)	-0.051	0.989	0.104	-0.122	0.061	-0.122	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:123	WTRIGHT(D0:74:13:DA:DA:8C)	-0.05	0.989	0.108	-0.183	0.122	-0.061	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:133	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.001	1.001	-0.183	0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:133	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.004	1	-0.244	-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:133	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.003	0.999				-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:133	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	0.998	-0.061			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:133	WTLEFT(C3:11:EA:D7:53:77)	-0.008		0.997	-0.122			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:133	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.003	0.996	0.183			-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:133	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.003	0.995				-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:133	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.003	0.997	-0.061	-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:181	WTRIGHT(D0:74:13:DA:DA:8C)	-0.052	0.99	0.105	0.061		-0.122	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:181	WTRIGHT(D0:74:13:DA:DA:8C)	-0.053	0.988	0.104	0.061	-0.061		-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:181	WTRIGHT(D0:74:13:DA:DA:8C)	-0.052	0.988	0.104	0.061		0.122	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:181	WTRIGHT(D0:74:13:DA:DA:8C)	-0.048	0.986	0.103		-0.061	0.244	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:181	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.986	0.104			-0.061	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:181	WTRIGHT(D0:74:13:DA:DA:8C)	-0.044	0.989	0.103	0.122			-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:181	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.988	0.101			0.061	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:181	WTRIGHT(D0:74:13:DA:DA:8C)	-0.043	0.988	0.101	0.244		0.122	-6.94	4.9	-147.4	-58.898	-33.418	90.944	32.1	100
2025-6-24 21:48:46:182	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.004	0.999	0.244	-0.061		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
2025-6-24 21:48:46:182	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.002	1.001	0.122	-0.122		-0.02	1.57	-95.47	-91.14	-8.82	19.11	30	100
