时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-5-24 12:57:54:999	WTRIGHT(D0:74:13:DA:DA:8C)	-0.200	-0.899	-0.087	7.568	20.874	-36.194	-88.29	-2.79	169.76	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:54:999	WTRIGHT(D0:74:13:DA:DA:8C)	-0.156	-0.938	0.018	7.751	19.165	-31.860	-88.27	-2.94	169.59	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:54:999	WTRIGHT(D0:74:13:DA:DA:8C)	-0.264	-0.913	0.161	5.005	17.700	-28.381	-88.26	-3.08	169.44	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:54:999	WTRIGHT(D0:74:13:DA:DA:8C)	-0.136	-0.868	-0.058	2.197	17.578	-23.926	-88.26	-3.19	169.29	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:0	WTRIGHT(D0:74:13:DA:DA:8C)	-0.275	-1.002	0.001	4.944	15.930	-20.813	-88.25	-3.29	169.16	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:0	WTRIGHT(D0:74:13:DA:DA:8C)	-0.083	-1.292	-0.251	8.179	13.977	-19.531	-88.23	-3.37	169.04	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:0	WTRIGHT(D0:74:13:DA:DA:8C)	-0.238	-1.070	-0.116	13.733	11.902	-19.531	-88.18	-3.46	168.93	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:18	WTGSB-A6(C3:11:EA:D7:53:77)	-0.076	-0.698	-0.081	35.400	18.311	40.894	-84.67	10.68	-48.07	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:21	WTGSB-A6(C3:11:EA:D7:53:77)	-0.221	-0.783	-0.085	34.241	18.677	38.269	-84.50	10.86	-48.10	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:21	WTGSB-A6(C3:11:EA:D7:53:77)	-0.196	-0.720	-0.064	34.241	15.930	36.072	-84.34	11.03	-48.12	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:21	WTGSB-A6(C3:11:EA:D7:53:77)	-0.269	-0.702	-0.049	33.569	14.954	32.898	-84.18	11.18	-48.14	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:21	WTGSB-A6(C3:11:EA:D7:53:77)	-0.304	-0.611	0.036	33.875	14.465	29.602	-84.02	11.33	-48.15	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:21	WTGSB-A6(C3:11:EA:D7:53:77)	-0.201	-0.735	0.021	31.128	14.343	26.489	-83.88	11.45	-48.16	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:21	WTGSB-A6(C3:11:EA:D7:53:77)	-0.208	-0.636	-0.076	28.931	14.526	23.376	-83.74	11.56	-48.18	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:21	WTGSB-A6(C3:11:EA:D7:53:77)	-0.192	-0.747	-0.079	27.405	14.221	21.973	-83.62	11.67	-48.20	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:48	WTGSB-A6(C3:11:EA:D7:53:77)	-0.291	-0.790	-0.076	26.611	12.878	20.874	-83.51	11.77	-48.20	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:49	WTGSB-A6(C3:11:EA:D7:53:77)	-0.231	-0.708	-0.041	27.344	12.451	19.897	-83.39	11.87	-48.21	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:49	WTGSB-A6(C3:11:EA:D7:53:77)	-0.234	-0.779	0.054	23.071	11.292	16.235	-83.29	11.94	-48.22	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:49	WTGSB-A6(C3:11:EA:D7:53:77)	-0.295	-0.733	0.084	20.447	10.315	15.015	-83.20	12.01	-48.22	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:49	WTGSB-A6(C3:11:EA:D7:53:77)	-0.350	-0.847	-0.011	18.677	7.263	14.038	-83.12	12.08	-48.20	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:49	WTGSB-A6(C3:11:EA:D7:53:77)	-0.323	-0.834	0.137	13.306	8.057	12.512	-83.07	12.15	-48.20	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:49	WTGSB-A6(C3:11:EA:D7:53:77)	-0.333	-0.905	0.086	9.705	6.714	10.742	-83.03	12.19	-48.18	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:49	WTGSB-A6(C3:11:EA:D7:53:77)	-0.295	-0.886	0.081	5.798	5.005	8.728	-83.02	12.24	-48.16	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:59	WTRIGHT(D0:74:13:DA:DA:8C)	-0.138	-1.049	0.055	13.916	11.230	-17.761	-88.12	-3.53	168.83	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:59	WTRIGHT(D0:74:13:DA:DA:8C)	-0.204	-1.149	0.245	16.174	9.521	-16.357	-88.05	-3.60	168.73	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:59	WTRIGHT(D0:74:13:DA:DA:8C)	-0.359	-0.684	0.440	13.428	8.911	-16.602	-87.99	-3.67	168.64	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:59	WTRIGHT(D0:74:13:DA:DA:8C)	-0.468	-0.739	0.470	9.949	9.338	-16.724	-87.95	-3.73	168.55	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:59	WTRIGHT(D0:74:13:DA:DA:8C)	-0.022	-1.037	0.283	7.935	7.996	-16.174	-87.91	-3.79	168.47	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:59	WTRIGHT(D0:74:13:DA:DA:8C)	-0.460	-0.719	0.497	7.874	5.127	-10.803	-87.87	-3.82	168.40	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:60	WTRIGHT(D0:74:13:DA:DA:8C)	-0.276	-0.868	0.455	4.089	4.822	-13.428	-87.84	-3.87	168.33	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:60	WTRIGHT(D0:74:13:DA:DA:8C)	-0.071	-0.942	0.363	-0.305	4.883	-13.550	-87.84	-3.91	168.27	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:88	WTRIGHT(D0:74:13:DA:DA:8C)	-0.229	-0.771	0.306	1.282	2.808	-9.460	-87.82	-3.93	168.21	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:89	WTRIGHT(D0:74:13:DA:DA:8C)	-0.263	-0.590	0.363	-0.305	2.014	-5.737	-87.81	-3.93	168.16	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:89	WTRIGHT(D0:74:13:DA:DA:8C)	-0.131	-1.310	0.000	-1.282	1.221	-3.723	-87.80	-3.92	168.11	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:89	WTRIGHT(D0:74:13:DA:DA:8C)	-0.165	-1.017	0.023	0.671	-2.930	1.709	-87.79	-3.88	168.10	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:89	WTRIGHT(D0:74:13:DA:DA:8C)	-0.010	-0.543	0.236	0.916	-2.686	3.479	-87.78	-3.84	168.07	2.450	17.248	-11.466	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
