时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-5-24 13:23:41:202	WTRIGHT(D0:74:13:DA:DA:8C)	-0.750	-2.012	-0.117	54.016	18.372	-83.069	-95.39	15.46	-140.86	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:249	WTGSB-A6(C3:11:EA:D7:53:77)	-0.448	-2.229	0.322	-11.230	50.476	97.778	-78.34	-4.08	-61.18	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:250	WTGSB-A6(C3:11:EA:D7:53:77)	-0.478	-0.739	0.505	-4.028	52.063	104.980	-78.36	-3.43	-61.23	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:250	WTGSB-A6(C3:11:EA:D7:53:77)	-0.370	-1.282	0.704	-19.409	46.265	115.051	-78.46	-2.75	-61.24	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:250	WTGSB-A6(C3:11:EA:D7:53:77)	-0.570	-1.829	0.459	-19.531	42.358	113.525	-78.56	-2.08	-61.23	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:250	WTGSB-A6(C3:11:EA:D7:53:77)	-1.132	0.264	-0.133	-22.095	38.818	115.601	-78.67	-1.40	-61.20	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:251	WTGSB-A6(C3:11:EA:D7:53:77)	-1.651	-1.209	-0.446	-25.391	29.114	122.314	-78.82	-0.70	-61.13	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:251	WTGSB-A6(C3:11:EA:D7:53:77)	-0.174	-1.216	0.242	0.671	15.808	103.943	-78.83	-0.10	-61.00	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:251	WTGSB-A6(C3:11:EA:D7:53:77)	-0.916	-1.690	-0.119	-11.719	8.301	110.657	-78.91	0.53	-60.83	-45.080	22.442	86.240	0.64435	-0.57236	0.25980	-0.43542	6.8	13111	40
2025-5-24 13:23:41:261	WTRIGHT(D0:74:13:DA:DA:8C)	-0.459	-2.249	0.347	59.998	12.634	-95.337	-95.06	14.95	-140.81	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:261	WTRIGHT(D0:74:13:DA:DA:8C)	-0.984	-1.656	0.730	62.073	11.536	-110.779	-94.72	14.36	-140.75	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:261	WTRIGHT(D0:74:13:DA:DA:8C)	-0.563	-2.127	0.368	60.669	7.813	-116.333	-94.38	13.75	-140.66	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:261	WTRIGHT(D0:74:13:DA:DA:8C)	0.407	-1.249	0.063	58.655	0.366	-131.775	-94.05	13.07	-140.54	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
2025-5-24 13:23:41:262	WTRIGHT(D0:74:13:DA:DA:8C)	0.523	-0.847	0.349	60.852	-2.014	-138.672	-93.70	12.36	-140.41	-22.050	26.362	-11.074	-0.33014	0.15738	-0.72806	0.57968	6.8	13111	60
