时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	温度(°C)	电量(%)
2025-6-24 23:36:2:39	WTRIGHT(D0:74:13:DA:DA:8C)	0.057	0.988	-0.043	-0.671	-0.244	3.235	0.68	0.53	-136.69	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:39	WTRIGHT(D0:74:13:DA:DA:8C)	0.09	1.006	-0.057	-2.319	-0.732	1.709	0.65	0.48	-136.7	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:45	WTRIGHT(D0:74:13:DA:DA:8C)	0.054	1.11	-0.004	-2.563	0.671	-1.526	0.6	0.48	-136.7	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:45	WTRIGHT(D0:74:13:DA:DA:8C)	0.035	0.992	-0.002	-2.258	-0.366	-2.441	0.55	0.52	-136.71	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:49	WTLEFT(C3:11:EA:D7:53:77)	-0.017	-0.013	0.999	-0.61	0.366		-0.36	1.76	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:50	WTLEFT(C3:11:EA:D7:53:77)	-0.016	-0.001	1.004	-1.038	0.427	0.061	-0.38	1.77	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:99	WTRIGHT(D0:74:13:DA:DA:8C)	0.024	0.988		-1.221	-0.427	-2.563	0.52	0.56	-136.71	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:100	WTRIGHT(D0:74:13:DA:DA:8C)	0.004	0.986	-0.013	-0.183	-0.183	-2.014	0.51	0.6	-136.71	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:110	WTLEFT(C3:11:EA:D7:53:77)	-0.015	-0.003	0.998	-0.977	0.183		-0.39	1.78	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:111	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.007	1.001	-0.916		-0.061	-0.41	1.78	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:124	WTRIGHT(D0:74:13:DA:DA:8C)	0.034	0.998	-0.028		-0.061	-1.587	0.51	0.63	-136.71	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:124	WTRIGHT(D0:74:13:DA:DA:8C)	0.002	1.002	-0.037	-0.793	-0.244	-1.892	0.5	0.66	-136.7	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:133	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.003	1.014	-0.854	0.183		-0.42	1.78	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:133	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.008	1.003	-1.587	0.122		-0.45	1.79	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:156	WTRIGHT(D0:74:13:DA:DA:8C)	-0.031	0.994	-0.031	-1.404	-0.671	-1.465	0.48	0.69	-136.71	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:156	WTRIGHT(D0:74:13:DA:DA:8C)	0.037	1.022	-0.071	-1.953	-0.854	-1.709	0.44	0.72	-136.72	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:164	WTLEFT(C3:11:EA:D7:53:77)	0.01	0.001	0.985	-0.61	-0.183	-0.122	-0.47	1.79	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:164	WTLEFT(C3:11:EA:D7:53:77)	-0.017	-0.035	1.002	-1.343	-0.488	0.061	-0.48	1.77	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:217	WTRIGHT(D0:74:13:DA:DA:8C)	0.029	0.998	-0.015	-2.563	-0.122	-1.038	0.4	0.74	-136.72	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:217	WTRIGHT(D0:74:13:DA:DA:8C)	0.028	1	-0.024	-2.563	-0.183	-1.831	0.35	0.77	-136.71	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:225	WTLEFT(C3:11:EA:D7:53:77)	-0.013	-0.009	0.996	-1.038	-0.183		-0.49	1.77	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:225	WTLEFT(C3:11:EA:D7:53:77)	-0.028	-0.009	1.012	-1.465	-0.305		-0.51	1.77	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:244	WTRIGHT(D0:74:13:DA:DA:8C)	-0.383	0.907	-0.084	-3.235	-2.747	-2.625	0.3	0.82	-136.72	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:244	WTRIGHT(D0:74:13:DA:DA:8C)	0.122	1.298	-0.489	0.854	-1.892	-8.118	0.27	0.9	-136.72	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:255	WTLEFT(C3:11:EA:D7:53:77)	-0.038	0.014	0.992	-1.465	0.122	0.061	-0.53	1.77	-104.65	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:256	WTLEFT(C3:11:EA:D7:53:77)	-0.023		1.027	-1.343	0.854	-0.488	-0.53	1.77	-104.66	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:274	WTRIGHT(D0:74:13:DA:DA:8C)	0.023	0.991	0.011	-2.563	0.305	-2.808	0.24	0.93	-136.71	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:274	WTRIGHT(D0:74:13:DA:DA:8C)	0.027	0.979	-0.018	-3.113	0.061	-2.197	0.2	0.99	-136.7	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:314	WTLEFT(C3:11:EA:D7:53:77)	-0.014		0.979	-1.282	0.183	-0.061	-0.53	1.77	-104.65	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:315	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.006	0.995	-1.038	-0.061		-0.53	1.78	-104.65	-86.73	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:337	WTRIGHT(D0:74:13:DA:DA:8C)	0.043	0.985	0.002	-1.404	-0.061	-2.93	0.17	1.04	-136.69	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:338	WTRIGHT(D0:74:13:DA:DA:8C)	0.049	1.007	-0.012	-0.916		-3.601	0.15	1.11	-136.68	-75.558	-39.2	78.792	28.3	100
2025-6-24 23:36:2:343	WTLEFT(C3:11:EA:D7:53:77)	-0.017	-0.011	1.001	-0.488	0.305		-0.54	1.78	-104.65	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:343	WTLEFT(C3:11:EA:D7:53:77)	0.026	-0.004	1.012	-1.221	0.549	-0.122	-0.55	1.79	-104.65	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:367	WTRIGHT(D0:74:13:DA:DA:8C)	-0.025	1.012	-0.028	-0.793	-0.122	-5.005	0.14	1.2	-136.67	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:368	WTRIGHT(D0:74:13:DA:DA:8C)	-0.022	0.982	-0.002	-1.282		-5.249	0.14	1.3	-136.65	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:375	WTLEFT(C3:11:EA:D7:53:77)	-0.018	-0.085	1.076	-3.052	2.747	-0.671	-0.58	1.81	-104.66	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:375	WTLEFT(C3:11:EA:D7:53:77)	-0.015	-0.016	0.964	-2.625	-0.305		-0.64	1.81	-104.65	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:434	WTRIGHT(D0:74:13:DA:DA:8C)	-0.011	0.982	0.011	-0.427		-2.686	0.12	1.37	-136.65	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:436	WTRIGHT(D0:74:13:DA:DA:8C)	-0.014	0.983	-0.004	0.671	0.549	-1.282	0.13	1.41	-136.63	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:441	WTLEFT(C3:11:EA:D7:53:77)	-0.017	-0.014	0.991	-1.221	-0.244		-0.66	1.8	-104.65	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:442	WTLEFT(C3:11:EA:D7:53:77)	-0.019	-0.012	0.997	-0.366	-0.549		-0.67	1.8	-104.65	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:455	WTRIGHT(D0:74:13:DA:DA:8C)	0.007	0.988	-0.02	1.099	0.61	-0.122	0.14	1.43	-136.61	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:456	WTRIGHT(D0:74:13:DA:DA:8C)	0.006	0.994	-0.012	-0.183	0.366	1.282	0.14	1.42	-136.6	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:467	WTLEFT(C3:11:EA:D7:53:77)	-0.014	-0.011	0.986	0.183	-0.793	-0.122	-0.66	1.78	-104.65	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:467	WTLEFT(C3:11:EA:D7:53:77)	-0.015	-0.012	1.008	0.305	-0.732		-0.65	1.76	-104.65	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:483	WTRIGHT(D0:74:13:DA:DA:8C)	0.006	0.997	-0.008	0.671	1.343	1.221	0.14	1.4	-136.58	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:483	WTRIGHT(D0:74:13:DA:DA:8C)	0.022	0.991	0.004	1.221	1.709	2.319	0.15	1.37	-136.54	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:496	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.016	0.994	-0.122	-1.099		-0.65	1.75	-104.65	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:497	WTLEFT(C3:11:EA:D7:53:77)	-0.018	-0.016	0.99	0.488	-1.343	0.061	-0.64	1.72	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:545	WTRIGHT(D0:74:13:DA:DA:8C)	0.049	0.993	-0.007	0.732	1.953	2.747	0.16	1.32	-136.51	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:546	WTRIGHT(D0:74:13:DA:DA:8C)	0.034	1.006	-0.025	1.16	1.953	1.587	0.18	1.28	-136.46	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:557	WTLEFT(C3:11:EA:D7:53:77)	-0.016	-0.008	0.992	0.427	-1.282		-0.63	1.7	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:559	WTLEFT(C3:11:EA:D7:53:77)	-0.017	-0.006	1.02	-0.305	-0.427		-0.63	1.69	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:574	WTRIGHT(D0:74:13:DA:DA:8C)	0.008	0.997	-0.011	0.916	2.075	0.366	0.19	1.26	-136.42	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:574	WTRIGHT(D0:74:13:DA:DA:8C)		0.993	-0.005	1.465	2.502	0.549	0.21	1.25	-136.37	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:586	WTLEFT(C3:11:EA:D7:53:77)	-0.016	-0.009	0.995	-0.977	-0.671	0.061	-0.64	1.68	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:586	WTLEFT(C3:11:EA:D7:53:77)	-0.015	-0.015	0.976	-0.122	-0.183		-0.65	1.67	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:603	WTRIGHT(D0:74:13:DA:DA:8C)	0.004	0.988		1.892	2.502	2.075	0.24	1.22	-136.32	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:604	WTRIGHT(D0:74:13:DA:DA:8C)	0.004	1.006	-0.027	2.319	2.502	2.563	0.27	1.18	-136.27	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:615	WTLEFT(C3:11:EA:D7:53:77)	-0.015	-0.009	1.002	0.488			-0.64	1.67	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:616	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.012	0.989	0.732	-0.244		-0.63	1.66	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:671	WTRIGHT(D0:74:13:DA:DA:8C)	0.013	0.986	-0.025	2.502	2.38	3.357	0.31	1.13	-136.23	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:672	WTRIGHT(D0:74:13:DA:DA:8C)	0.008	0.997	-0.025	1.831	2.625	3.174	0.35	1.07	-136.18	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:676	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.011	0.986	0.977	-0.488	-0.061	-0.6	1.66	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:677	WTLEFT(C3:11:EA:D7:53:77)	-0.015	-0.016	1.001	1.404			-0.57	1.66	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:702	WTRIGHT(D0:74:13:DA:DA:8C)	0.055	0.995	-0.032	1.77	2.136	3.601	0.38	0.99	-136.13	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:703	WTRIGHT(D0:74:13:DA:DA:8C)	0.07	1	-0.035	1.648	1.892	2.625	0.41	0.94	-136.09	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:708	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.008	1.023	1.282	-0.366	-0.061	-0.54	1.65	-104.64	-86.632	-22.54	-5.88	27.7	100
2025-6-24 23:36:2:708	WTLEFT(C3:11:EA:D7:53:77)	-0.019	-0.011	1.014	-0.061	-0.854	0.061	-0.53	1.64	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:726	WTRIGHT(D0:74:13:DA:DA:8C)	0.053	0.998	-0.016	1.953	1.648	0.183	0.44	0.91	-136.07	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:726	WTRIGHT(D0:74:13:DA:DA:8C)	0.096	1.001	-0.05	1.648	0.732	-3.052	0.48	0.94	-136.04	-75.46	-38.808	78.792	28.3	100
2025-6-24 23:36:2:737	WTLEFT(C3:11:EA:D7:53:77)	-0.007	-0.018	1.02	-0.916	0.122	-0.122	-0.54	1.64	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:739	WTLEFT(C3:11:EA:D7:53:77)		-0.012	1.01	-1.831	-0.061	0.061	-0.58	1.63	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:786	WTRIGHT(D0:74:13:DA:DA:8C)	0.029	1.017	-0.038	1.343	0.244	-5.737	0.5	1.03	-136.04	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:787	WTRIGHT(D0:74:13:DA:DA:8C)	0.053	1.001	-0.039		-1.038	-8.789	0.51	1.16	-136.05	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:795	WTLEFT(C3:11:EA:D7:53:77)	-0.014	-0.056	0.992	-3.174	0.366	0.061	-0.63	1.64	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:796	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.009	1.016	-3.174	1.099		-0.69	1.66	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:816	WTRIGHT(D0:74:13:DA:DA:8C)	0.125	0.986		0.427	-1.038	-10.254	0.52	1.34	-136.08	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:816	WTRIGHT(D0:74:13:DA:DA:8C)	-0.006	1.018	-0.062	0.732	-1.953	-13	0.52	1.55	-136.12	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:824	WTLEFT(C3:11:EA:D7:53:77)	-0.004	-0.022	1.032	-4.639	0.549		-0.77	1.66	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:825	WTLEFT(C3:11:EA:D7:53:77)	-0.038	-0.012	1.015	-7.507	1.587	0.061	-0.89	1.69	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:847	WTRIGHT(D0:74:13:DA:DA:8C)	0.035	0.992	-0.005	-0.488	-0.122	-15.32	0.51	1.83	-136.13	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:848	WTRIGHT(D0:74:13:DA:DA:8C)	-0.022	1.068	-0.07	-0.549	-3.235	-14.709	0.48	2.1	-136.18	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:854	WTLEFT(C3:11:EA:D7:53:77)	-0.049	0.012	0.935	-6.226	0.854	0.122	-1.03	1.71	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:854	WTLEFT(C3:11:EA:D7:53:77)	-0.023	-0.001	1.001	-8.301	1.099		-1.18	1.72	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:906	WTRIGHT(D0:74:13:DA:DA:8C)	0.062	0.988	-0.034	-1.526	-0.244	-13.245	0.46	2.35	-136.18	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:906	WTRIGHT(D0:74:13:DA:DA:8C)	-0.007	0.977	-0.015	-0.793	0.549	-12.085	0.44	2.58	-136.19	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:916	WTLEFT(C3:11:EA:D7:53:77)	-0.028	0.014	0.966	-8.789	0.122	0.122	-1.36	1.74	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:917	WTLEFT(C3:11:EA:D7:53:77)	-0.021	-0.012	1.067	-11.23	1.648	-0.244	-1.56	1.76	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:933	WTRIGHT(D0:74:13:DA:DA:8C)		1.009	-0.095	-1.587	1.038	-13.062	0.42	2.81	-136.16	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:934	WTRIGHT(D0:74:13:DA:DA:8C)	0.067	1.012	-0.044	-3.479	-0.122	-13.367	0.37	3.05	-136.15	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:943	WTLEFT(C3:11:EA:D7:53:77)	0.02	-0.012	1.072	-15.32	-1.953	-0.061	-1.83	1.76	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:944	WTLEFT(C3:11:EA:D7:53:77)	-0.006	-0.049	1.079	-17.7	-2.197	-0.183	-2.16	1.69	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:966	WTRIGHT(D0:74:13:DA:DA:8C)	0.038	1.042	-0.043	-3.845	-0.061	-16.235	0.31	3.32	-136.15	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:966	WTRIGHT(D0:74:13:DA:DA:8C)	0.021	1.012	-0.038	-5.676	-0.549	-19.958	0.22	3.65	-136.15	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:2:975	WTLEFT(C3:11:EA:D7:53:77)	0.01	-0.037	1.079	-19.714	-0.427		-2.53	1.67	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:2:976	WTLEFT(C3:11:EA:D7:53:77)	-0.02	-0.057	1.105	-22.766	0.305	0.122	-2.94	1.67	-104.64	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:3:32	WTRIGHT(D0:74:13:DA:DA:8C)	0.065	1.008	-0.006	-5.554	0.061	-22.4	0.12	4.04	-136.15	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:3:33	WTRIGHT(D0:74:13:DA:DA:8C)	0.027	1.042	-0.042	-5.981	0.793	-26.428	0.01	4.49	-136.14	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:3:43	WTLEFT(C3:11:EA:D7:53:77)	-0.006	-0.04	1.09	-26.55	-0.488	-0.183	-3.42	1.66	-104.63	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:3:44	WTLEFT(C3:11:EA:D7:53:77)	0.005	-0.067	1.047	-32.104	-0.61	-0.061	-4	1.65	-104.63	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:3:65	WTRIGHT(D0:74:13:DA:DA:8C)	0.033	1.016	-0.033	-6.409	0.122	-30.579	-0.11	5.02	-136.13	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:3:66	WTRIGHT(D0:74:13:DA:DA:8C)	0.073	0.986	-0.047	-8.362	-0.244	-34.424	-0.25	5.62	-136.12	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:3:67	WTLEFT(C3:11:EA:D7:53:77)	-0.021	-0.064	1.181	-36.865	-0.549	-0.122	-4.65	1.64	-104.63	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:3:67	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.07	1.11	-40.1	-0.977		-5.37	1.64	-104.63	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:3:84	WTRIGHT(D0:74:13:DA:DA:8C)	-0.028	1.054	-0.034	-9.155	-0.732	-39.978	-0.41	6.31	-136.14	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:3:85	WTRIGHT(D0:74:13:DA:DA:8C)	-0.112	0.995	-0.011	-11.292	0.183	-44.128	-0.6	7.08	-136.14	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:3:93	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.076	1.15	-47.058	0.427		-6.21	1.64	-104.62	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:3:94	WTLEFT(C3:11:EA:D7:53:77)	-0.016	-0.105	1.044	-51.697	-0.488	-0.061	-7.16	1.64	-104.62	-86.632	-22.638	-5.782	27.7	100
2025-6-24 23:36:3:147	WTRIGHT(D0:74:13:DA:DA:8C)	-0.079	0.962	0.004	-11.23	0.977	-45.105	-0.81	7.9	-136.12	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:3:147	WTRIGHT(D0:74:13:DA:DA:8C)	-0.162	0.962	0.01	-10.071	0.671	-45.837	-1	8.73	-136.11	-75.166	-38.906	78.792	28.3	100
2025-6-24 23:36:3:159	WTLEFT(C3:11:EA:D7:53:77)	-0.017	-0.127	0.966	-52.612	-1.77	-0.122	-8.16	1.61	-104.61	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:160	WTLEFT(C3:11:EA:D7:53:77)	-0.016	-0.142	1.029	-54.199	-0.488	-0.427	-9.17	1.59	-104.6	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:175	WTRIGHT(D0:74:13:DA:DA:8C)	-0.194	0.905	-0.006	-9.705	1.77	-45.776	-1.18	9.58	-136.08	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:175	WTRIGHT(D0:74:13:DA:DA:8C)	-0.173	0.961	0.012	-8.667	2.014	-44.373	-1.35	10.42	-136.05	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:185	WTLEFT(C3:11:EA:D7:53:77)	-0.006	-0.166	1.005	-54.077	-1.221	-0.061	-10.2	1.57	-104.58	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:185	WTLEFT(C3:11:EA:D7:53:77)	-0.003	-0.196	0.923	-52.917	-1.221	-0.061	-11.2	1.54	-104.56	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:206	WTRIGHT(D0:74:13:DA:DA:8C)	-0.154	0.961	0.018	-7.751	2.014	-44.25	-1.51	11.25	-136.03	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:207	WTRIGHT(D0:74:13:DA:DA:8C)	-0.127	0.976	0.04	-5.859	3.113	-43.213	-1.63	12.07	-135.98	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:216	WTLEFT(C3:11:EA:D7:53:77)	-0.017	-0.217	0.968	-51.636	0.366	-0.305	-12.18	1.53	-104.55	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:217	WTLEFT(C3:11:EA:D7:53:77)	-0.027	-0.246	0.975	-50.903	1.404	-0.305	-13.15	1.55	-104.53	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:266	WTRIGHT(D0:74:13:DA:DA:8C)	-0.131	0.951	-0.053	-4.211	0.916	-44.128	-1.71	12.89	-135.96	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:269	WTRIGHT(D0:74:13:DA:DA:8C)	-0.22	0.954	-0.001	-5.249		-48.035	-1.81	13.77	-135.96	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:276	WTLEFT(C3:11:EA:D7:53:77)	-0.008	-0.244	0.943	-50.354	2.625	-0.244	-14.08	1.59	-104.53	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:277	WTLEFT(C3:11:EA:D7:53:77)	0.011	-0.233	1.019	-52.551	4.028	-0.122	-15.07	1.66	-104.53	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:294	WTRIGHT(D0:74:13:DA:DA:8C)	-0.241	0.918	0.028	-5.249	0.244	-49.683	-1.89	14.68	-135.97	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:295	WTRIGHT(D0:74:13:DA:DA:8C)	-0.455	0.878	0.086	-2.991	-1.282	-47.852	-1.97	15.6	-135.99	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:305	WTLEFT(C3:11:EA:D7:53:77)	-0.002	-0.322	0.862	-51.758	3.418	-0.061	-16.06	1.73	-104.52	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:307	WTLEFT(C3:11:EA:D7:53:77)	0.005	-0.29	0.915	-48.279	3.052	-0.183	-16.98	1.79	-104.52	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:324	WTRIGHT(D0:74:13:DA:DA:8C)	-0.33	0.955	0.13	-1.831	2.747	-44.617	-2.01	16.45	-136.01	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:324	WTRIGHT(D0:74:13:DA:DA:8C)	-0.251	0.922	0.053	-0.671	0.305	-41.809	-2.01	17.25	-136.03	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:333	WTLEFT(C3:11:EA:D7:53:77)	-0.025	-0.319	1.09	-47.485	0.854		-17.86	1.81	-104.5	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:334	WTLEFT(C3:11:EA:D7:53:77)	-0.053	-0.328	1.082	-49.255	-1.16	-0.122	-18.78	1.81	-104.47	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:392	WTRIGHT(D0:74:13:DA:DA:8C)	-0.38	0.94	0.089	-2.38		-42.053	-2.03	18.04	-136.08	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:393	WTRIGHT(D0:74:13:DA:DA:8C)	-0.402	0.913	0.057	-3.296	-1.77	-40.344	-2.08	18.81	-136.13	-72.716	-38.416	77.91	28.3	100
2025-6-24 23:36:3:397	WTLEFT(C3:11:EA:D7:53:77)	0.008	-0.298	0.963	-50.171	-1.404	-0.488	-19.71	1.78	-104.43	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:397	WTLEFT(C3:11:EA:D7:53:77)	0.023	-0.334	1.097	-52.551	-0.854	-0.488	-20.67	1.74	-104.38	-86.632	-21.07	-4.312	27.7	100
2025-6-24 23:36:3:414	WTRIGHT(D0:74:13:DA:DA:8C)	-0.398	0.895	0.008	0.183	1.099	-40.222	-2.09	19.58	-136.13	-72.716	-38.416	77.91	28.3	100
