时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	温度(°C)	电量(%)
2025-6-24 23:35:31:927	WTLEFT(C3:11:EA:D7:53:77)	-0.009	0.287	0.9	-42.053	-0.732	0.366	16.13	1.79	-92.29	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:31:928	WTLEFT(C3:11:EA:D7:53:77)	-0.03	0.27	0.951	-49.133		0.183	15.25	1.79	-92.31	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:31:933	WTLEFT(C3:11:EA:D7:53:77)	-0.013	0.27	0.953	-55.542	0.488	0.061	14.24	1.79	-92.33	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:31:933	WTLEFT(C3:11:EA:D7:53:77)	-0.017	0.242	0.944	-61.218		0.061	13.12	1.8	-92.35	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:31:949	WTRIGHT(D0:74:13:DA:DA:8C)	0.355	0.801	-0.2	-26.55	-12.085	-65.857	11.46	-17.23	-153.79	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:31:949	WTRIGHT(D0:74:13:DA:DA:8C)	0.297	0.917	-0.09	-25.085	-11.475	-69.153	10.96	-15.97	-153.85	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:31:954	WTLEFT(C3:11:EA:D7:53:77)	-0.008	0.25	0.959	-66.162		0.061	11.9	1.8	-92.36	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:31:954	WTLEFT(C3:11:EA:D7:53:77)	-0.013	0.202	0.976	-70.251	-0.488	0.244	10.58	1.79	-92.37	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:15	WTLEFT(C3:11:EA:D7:53:77)	-0.013	0.169	0.975	-73.181	-0.488	0.122	9.21	1.79	-92.39	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:16	WTLEFT(C3:11:EA:D7:53:77)	-0.019	0.141	1.003	-72.754	-0.183	0.061	7.82	1.78	-92.4	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:35	WTRIGHT(D0:74:13:DA:DA:8C)	0.225	0.878	-0.094	-21.667	-10.986	-70.496	10.5	-14.66	-153.87	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:36	WTRIGHT(D0:74:13:DA:DA:8C)	0.183	0.914	-0.132	-17.822	-9.705	-70.923	10.11	-13.34	-153.86	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:37	WTRIGHT(D0:74:13:DA:DA:8C)	0.13	0.943	-0.141	-15.747	-8.911	-69.153	9.77	-12.02	-153.83	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:37	WTRIGHT(D0:74:13:DA:DA:8C)	0.086	0.974	-0.141	-13.55	-8.545	-66.895	9.47	-10.74	-153.77	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:43	WTLEFT(C3:11:EA:D7:53:77)	-0.011	0.117	0.983	-71.96	-0.549	0.244	6.45	1.76	-92.41	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:43	WTLEFT(C3:11:EA:D7:53:77)	-0.01	0.083	1.005	-70.374	-0.732		5.11	1.75	-92.41	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:71	WTRIGHT(D0:74:13:DA:DA:8C)	0.07	1.002	-0.176	-12.512	-8.179	-62.317	9.21	-9.52	-153.7	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:72	WTRIGHT(D0:74:13:DA:DA:8C)	0.086	1.022	-0.154	-11.719	-7.629	-57.861	8.96	-8.37	-153.63	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:76	WTLEFT(C3:11:EA:D7:53:77)	0.019	0.055	1.02	-65.796	-0.488		3.83	1.74	-92.42	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:76	WTLEFT(C3:11:EA:D7:53:77)	-0.021	0.119	1.135	-62.805	0.61	-0.061	2.65	1.74	-92.42	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:125	WTRIGHT(D0:74:13:DA:DA:8C)	-0.063	1.211	-0.193	-8.24	-4.639	-52.612	8.76	-7.3	-153.54	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:126	WTRIGHT(D0:74:13:DA:DA:8C)	-0.034	1.224	-0.244	-7.141	-3.479	-42.664	8.6	-6.38	-153.42	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:137	WTLEFT(C3:11:EA:D7:53:77)		0.037	0.941	-35.522	0.305	-0.183	1.81	1.75	-92.41	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:137	WTLEFT(C3:11:EA:D7:53:77)	-0.023	0.005	1.044	-22.766	-2.075	0.305	1.35	1.71	-92.4	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:157	WTRIGHT(D0:74:13:DA:DA:8C)	0.025	1.427	-0.07	-7.385	-5.005	-32.837	8.45	-5.64	-153.31	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:157	WTRIGHT(D0:74:13:DA:DA:8C)	-0.073	1.106	-0.189	-6.531	-4.089	-21.667	8.33	-5.08	-153.23	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:168	WTLEFT(C3:11:EA:D7:53:77)	-0.014	0.021	0.968	-13.062	0.244		1.08	1.69	-92.39	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:168	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.011	1.044	-8.728	-1.282	0.305	0.91	1.66	-92.37	-80.948	-6.86	-0.098	27.6	100
2025-6-24 23:35:32:215	WTRIGHT(D0:74:13:DA:DA:8C)	0.138	1.09	-0.152	-7.08	-2.441	-14.771	8.18	-4.67	-153.14	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:216	WTRIGHT(D0:74:13:DA:DA:8C)	0.24	0.965	-0.164	-6.47	-2.93	-13.306	8.04	-4.37	-153.07	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:230	WTLEFT(C3:11:EA:D7:53:77)	-0.002	-0.001	1.029	-5.493	0.305	0.061	0.81	1.64	-92.36	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:231	WTLEFT(C3:11:EA:D7:53:77)	-0.004	0.008	0.991	-3.052	0.183		0.78	1.65	-92.35	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:245	WTRIGHT(D0:74:13:DA:DA:8C)	0.025	0.943	-0.156	-4.517	-6.653	-7.324	7.93	-4.1	-153.03	-63.504	-51.254	87.808	28.3	100
2025-6-24 23:35:32:246	WTRIGHT(D0:74:13:DA:DA:8C)	0.116	1.004	-0.153	-5.188	-6.836	-11.353	7.82	-3.84	-153.05	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:260	WTLEFT(C3:11:EA:D7:53:77)	-0.008	-0.007	1.008	-4.761	1.099	0.061	0.72	1.66	-92.33	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:260	WTLEFT(C3:11:EA:D7:53:77)	-0.013	0.015	1.023	-3.784	0.916	-0.122	0.66	1.68	-92.32	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:274	WTRIGHT(D0:74:13:DA:DA:8C)	0.043	0.997	-0.105	-5.31	-5.798	-12.39	7.72	-3.57	-153.07	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:275	WTRIGHT(D0:74:13:DA:DA:8C)	0.153	1.028	-0.172	-3.967	-6.042	-9.46	7.64	-3.33	-153.08	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:284	WTLEFT(C3:11:EA:D7:53:77)	-0.009	-0.004	1.005	-2.441	0.916	-0.061	0.6	1.7	-92.31	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:285	WTLEFT(C3:11:EA:D7:53:77)	-0.015	-0.003	0.995	-1.038	1.038	0.061	0.59	1.71	-92.29	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:338	WTRIGHT(D0:74:13:DA:DA:8C)	0.15	0.97	-0.167	-4.456	-4.028	-12.207	7.55	-3.09	-153.08	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:338	WTRIGHT(D0:74:13:DA:DA:8C)	0.119	1.061	-0.194	-6.653	-6.165	-11.963	7.45	-2.83	-153.08	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:345	WTLEFT(C3:11:EA:D7:53:77)	-0.037	0.043	1.024	-4.089	1.282	-0.183	0.54	1.73	-92.27	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:345	WTLEFT(C3:11:EA:D7:53:77)	-0.014	-0.004	1	-6.409	3.052	-0.183	0.45	1.77	-92.26	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:364	WTRIGHT(D0:74:13:DA:DA:8C)	0.051	1.018	-0.182	-7.996	-7.568	-15.137	7.3	-2.55	-153.13	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:364	WTRIGHT(D0:74:13:DA:DA:8C)	0.012	1.047	-0.103	-11.169	-7.813	-16.602	7.11	-2.22	-153.19	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:374	WTLEFT(C3:11:EA:D7:53:77)	-0.01	0.037	0.993	-7.751	2.563	0.366	0.29	1.83	-92.24	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:375	WTLEFT(C3:11:EA:D7:53:77)	-0.03	0.014	0.991	-5.615	3.418	-0.061	0.18	1.89	-92.22	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:395	WTRIGHT(D0:74:13:DA:DA:8C)	-0.195	1.041	-0.164	-10.803	-9.277	-15.503	6.9	-1.92	-153.29	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:396	WTRIGHT(D0:74:13:DA:DA:8C)	-0.026	1.078	-0.176	-12.451	-13	-10.742	6.71	-1.62	-153.38	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:404	WTLEFT(C3:11:EA:D7:53:77)	-0.014	-0.018	0.958	-6.531	4.7	0.122	0.06	1.97	-92.2	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:405	WTLEFT(C3:11:EA:D7:53:77)	-0.027	-0.011	0.942	-3.967	1.892	0.366	-0.02	2.03	-92.19	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:459	WTRIGHT(D0:74:13:DA:DA:8C)	0.168	0.87	-0.131	-8.606	-9.521	-8.179	6.55	-1.39	-153.43	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:459	WTRIGHT(D0:74:13:DA:DA:8C)	0.115	0.874	-0.168	-9.521	-6.409	-2.197	6.37	-1.25	-153.52	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:468	WTLEFT(C3:11:EA:D7:53:77)	-0.016	-0.012	0.941	-0.977	0.61	-0.061	-0.05	2.05	-92.17	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:468	WTLEFT(C3:11:EA:D7:53:77)	-0.045	-0.079	0.955	-2.014	-0.427	0.061	-0.08	2.05	-92.15	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:483	WTRIGHT(D0:74:13:DA:DA:8C)	0.096	0.934	-0.095	-10.864	-7.446	-4.883	6.17	-1.12	-153.59	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:484	WTRIGHT(D0:74:13:DA:DA:8C)	0.157	0.958	-0.002	-8.728	-8.789	-6.47	5.99	-0.97	-153.61	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:493	WTLEFT(C3:11:EA:D7:53:77)	-0.007	0.001	1.013	-2.808	0.122	-0.061	-0.12	2.05	-92.14	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:493	WTLEFT(C3:11:EA:D7:53:77)	-0.021	-0.019	0.961	-1.892	-0.061	-0.183	-0.16	2.05	-92.11	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:514	WTRIGHT(D0:74:13:DA:DA:8C)	-0.097	0.956	-0.02	-6.531	-4.578	-4.395	5.84	-0.85	-153.54	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:515	WTRIGHT(D0:74:13:DA:DA:8C)	0.124	0.959	-0.15	-7.202	-4.517	-4.822	5.71	-0.73	-153.54	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:525	WTLEFT(C3:11:EA:D7:53:77)	-0.021	-0.004	1.006	-1.099	-0.061	-0.183	-0.19	2.07	-92.1	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:525	WTLEFT(C3:11:EA:D7:53:77)	-0.035	-0.012	0.986	-0.977	0.488	-0.061	-0.2	2.07	-92.09	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:575	WTRIGHT(D0:74:13:DA:DA:8C)	0.026	1.12	-0.088	-6.409	-0.366	-7.629	5.59	-0.59	-153.47	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:576	WTRIGHT(D0:74:13:DA:DA:8C)	-0.02	0.954	-0.07	-5.737	2.563	-7.08	5.44	-0.43	-153.4	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:590	WTLEFT(C3:11:EA:D7:53:77)	0.004	-0.027	0.967	-2.991	1.465		-0.25	2.1	-92.08	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:591	WTLEFT(C3:11:EA:D7:53:77)	-0.063	0.009	1.18	-2.625	0.061		-0.29	2.12	-92.06	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:603	WTRIGHT(D0:74:13:DA:DA:8C)	0.14	0.98	-0.077	-6.287	-9.644	-7.568	5.3	-0.27	-153.37	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:603	WTRIGHT(D0:74:13:DA:DA:8C)	0.096	1.036	-0.003	-4.211	3.845	-6.958	5.19	-0.12	-153.23	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:616	WTLEFT(C3:11:EA:D7:53:77)	-0.027	0.005	1.002	-1.648	1.221	-0.305	-0.34	2.14	-92.04	-81.046	-1.372	7.546	27.6	100
2025-6-24 23:35:32:617	WTLEFT(C3:11:EA:D7:53:77)	0.01	-0.01	1.1	-2.625	2.502	-0.366	-0.38	2.16	-92.03	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:635	WTRIGHT(D0:74:13:DA:DA:8C)	0.194	0.973	-0.126	-6.409	17.7	-7.08	5.09	0.03	-153.13	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:635	WTRIGHT(D0:74:13:DA:DA:8C)	0.083	1.004	-0.071	-6.958	-0.977	-9.277	4.98	0.2	-153.03	-54.488	-43.904	84.574	28.3	100
2025-6-24 23:35:32:644	WTLEFT(C3:11:EA:D7:53:77)	-0.01	-0.001	1.174	-5.188	0.854	0.183	-0.47	2.19	-92.02	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:645	WTLEFT(C3:11:EA:D7:53:77)	-0.063	-0.015	1.045	-7.385	2.014		-0.59	2.23	-92	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:703	WTRIGHT(D0:74:13:DA:DA:8C)	-0.063	1	-0.073	-5.31	2.197	-10.01	4.88	0.39	-152.93	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:703	WTRIGHT(D0:74:13:DA:DA:8C)	0.001	0.972	-0.084	-4.028	-2.014	-7.996	4.81	0.57	-152.87	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:706	WTLEFT(C3:11:EA:D7:53:77)	-0.023	0.013	0.937	-5.615	3.662	-0.183	-0.73	2.29	-91.99	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:706	WTLEFT(C3:11:EA:D7:53:77)	-0.048	-0.03	0.862		1.709	0.122	-0.77	2.33	-91.98	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:723	WTRIGHT(D0:74:13:DA:DA:8C)	0.056	0.907	-0.141		-3.235	-2.991	4.76	0.69	-152.81	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:723	WTRIGHT(D0:74:13:DA:DA:8C)	-0.104	0.963	-0.1	-1.16	-6.042		4.74	0.74	-152.82	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:735	WTLEFT(C3:11:EA:D7:53:77)	-0.027	-0.003	0.975	3.357	0.549	-0.122	-0.73	2.35	-91.96	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:735	WTLEFT(C3:11:EA:D7:53:77)	-0.045	-0.019	0.915	4.395	-0.488	0.305	-0.65	2.33	-91.94	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:757	WTRIGHT(D0:74:13:DA:DA:8C)	0.052	0.976	-0.163	-1.77	-5.188	1.404	4.72	0.75	-152.84	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:757	WTRIGHT(D0:74:13:DA:DA:8C)	-0.288	0.99	-0.081	-2.38	-5.371	2.319	4.69	0.74	-152.86	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:766	WTLEFT(C3:11:EA:D7:53:77)	-0.011	-0.001	0.976	4.883	-0.366		-0.57	2.33	-91.92	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:766	WTLEFT(C3:11:EA:D7:53:77)	-0.004	0.009	0.962	4.761	-2.075	0.061	-0.47	2.29	-91.91	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:816	WTRIGHT(D0:74:13:DA:DA:8C)	-0.078	0.878	-0.062	-5.249	-6.226	4.089	4.61	0.7	-152.68	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:816	WTRIGHT(D0:74:13:DA:DA:8C)	0.421	1.098	-0.052	-7.874	8.362	5.981	4.48	0.63	-152.52	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:825	WTLEFT(C3:11:EA:D7:53:77)	-0.001	0.061	0.972	7.202	-2.991	0.366	-0.35	2.22	-91.89	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:825	WTLEFT(C3:11:EA:D7:53:77)	0.046	-0.044	0.996	6.958	-3.967	0.305	-0.19	2.13	-91.87	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:843	WTRIGHT(D0:74:13:DA:DA:8C)	-0.1	1.079	-0.004	-4.517	12.085	1.16	4.34	0.55	-152.34	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:844	WTRIGHT(D0:74:13:DA:DA:8C)	0.11	0.933	-0.191	-12.695	0.61	-11.23	4.12	0.71	-152.25	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:856	WTLEFT(C3:11:EA:D7:53:77)	-0.086	0.048	1.342	-0.427	1.465	-0.061	-0.14	2.12	-91.86	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:857	WTLEFT(C3:11:EA:D7:53:77)	-0.016	0.036	0.897	2.808	-1.892	0.488	-0.11	2.18	-91.85	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:874	WTRIGHT(D0:74:13:DA:DA:8C)	0.024	1.056	-0.063	-10.315	-0.366	-10.315	3.87	0.92	-152.11	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:875	WTRIGHT(D0:74:13:DA:DA:8C)	0.075	0.979	0.003	-5.31	-2.441	-10.498	3.75	1.12	-152.05	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:884	WTLEFT(C3:11:EA:D7:53:77)	-0.029	-0.006	1.033	-1.221	-0.671	0.366	-0.07	2.17	-91.83	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:884	WTLEFT(C3:11:EA:D7:53:77)	-0.022	-0.008	1.001	-2.38	1.831	0.122	-0.12	2.21	-91.81	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:935	WTRIGHT(D0:74:13:DA:DA:8C)	-0.101	0.985	-0.081		-5.249	-8.789	3.71	1.29	-152.05	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:935	WTRIGHT(D0:74:13:DA:DA:8C)		0.986	-0.074	0.305	-3.723	-6.348	3.71	1.44	-152.05	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:945	WTLEFT(C3:11:EA:D7:53:77)	-0.012	-0.006	0.984	-3.235	2.93	-0.122	-0.17	2.27	-91.8	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:946	WTLEFT(C3:11:EA:D7:53:77)	0.012	-0.014	1.041	-3.418	0.671	-0.244	-0.24	2.3	-91.79	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:967	WTRIGHT(D0:74:13:DA:DA:8C)	0.002	0.999	-0.063	1.282	-1.221	-3.418	3.72	1.51	-152.01	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:968	WTRIGHT(D0:74:13:DA:DA:8C)	-0.129	1.018	-0.068		-0.916	-2.319	3.74	1.55	-151.96	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:973	WTLEFT(C3:11:EA:D7:53:77)	-0.02	0.02	0.899	-3.174	-0.122	1.221	-0.3	2.31	-91.77	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:974	WTLEFT(C3:11:EA:D7:53:77)	-0.026	-0.016	1.004	-3.906	0.916	-0.366	-0.38	2.32	-91.75	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:32:996	WTRIGHT(D0:74:13:DA:DA:8C)	-0.076	0.966	-0.092	-0.183	-1.099	0.671	3.73	1.57	-151.91	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:32:996	WTRIGHT(D0:74:13:DA:DA:8C)	-0.074	0.975	-0.074	-0.122	-1.343	5.249	3.72	1.51	-151.87	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:33:2	WTLEFT(C3:11:EA:D7:53:77)	-0.039	-0.016	0.944	-2.747	-1.587	-0.183	-0.46	2.29	-91.74	-80.948	-1.078	8.33	27.6	100
2025-6-24 23:35:33:2	WTLEFT(C3:11:EA:D7:53:77)	-0.051	-0.021	0.931	0.244	-3.235	-0.183	-0.48	2.22	-91.73	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:55	WTRIGHT(D0:74:13:DA:DA:8C)	-0.019	1.018	-0.07	0.977	-2.38	8.118	3.73	1.39	-151.84	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:33:55	WTRIGHT(D0:74:13:DA:DA:8C)	0.117	0.996	-0.098	2.869	-1.038	10.986	3.76	1.22	-151.8	-53.998	-40.964	83.006	28.3	100
2025-6-24 23:35:33:66	WTLEFT(C3:11:EA:D7:53:77)	-0.028	-0.009	0.98	4.883	-2.686	-0.488	-0.42	2.16	-91.72	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:68	WTLEFT(C3:11:EA:D7:53:77)	0.013	-0.016	0.887	6.287	-4.639	-0.122	-0.32	2.09	-91.71	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:85	WTRIGHT(D0:74:13:DA:DA:8C)	0.099	1.044	-0.026	0.488	-1.465	10.254	3.8	1.03	-151.78	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:85	WTRIGHT(D0:74:13:DA:DA:8C)	0.109	0.988	-0.084	1.282	-1.099	4.272	3.85	0.91	-151.75	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:96	WTLEFT(C3:11:EA:D7:53:77)	-0.03	-0.031	1.084	2.93	-0.122		-0.24	2.05	-91.69	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:97	WTLEFT(C3:11:EA:D7:53:77)	0.023	-0.005	0.971	4.883	0.305		-0.16	2.07	-91.68	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:113	WTRIGHT(D0:74:13:DA:DA:8C)	0.033	1.002	-0.03	3.296	-1.343	1.282	3.88	0.86	-151.72	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:113	WTRIGHT(D0:74:13:DA:DA:8C)	0.007	1.035	-0.021	7.324	-1.465	1.343	4	0.84	-151.68	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:122	WTLEFT(C3:11:EA:D7:53:77)	-0.029	-0.008	1.027	4.15	5.127	-0.732	-0.1	2.08	-91.66	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:122	WTLEFT(C3:11:EA:D7:53:77)	-0.025	0.003	0.933	1.892	0.244	-0.061	-0.08	2.1	-91.66	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:172	WTRIGHT(D0:74:13:DA:DA:8C)	-0.021	1	-0.079	9.705	-1.465	1.221	4.15	0.81	-151.66	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:172	WTRIGHT(D0:74:13:DA:DA:8C)	-0.039	1.002	-0.11	7.507	-6.104	3.845	4.31	0.75	-151.68	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:182	WTLEFT(C3:11:EA:D7:53:77)	-0.025	0.006	0.998	1.709	-0.977		-0.04	2.08	-91.65	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:183	WTLEFT(C3:11:EA:D7:53:77)	-0.03	-0.009	0.948	1.526	-0.671		-0.02	2.07	-91.64	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:201	WTRIGHT(D0:74:13:DA:DA:8C)	-0.003	0.983	-0.098	6.775	-2.258	4.822	4.45	0.69	-151.7	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:201	WTRIGHT(D0:74:13:DA:DA:8C)	0.131	0.991	-0.084	6.409	-3.845	7.202	4.56	0.58	-151.72	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:212	WTLEFT(C3:11:EA:D7:53:77)	-0.022	0.004	0.969	2.747	-1.099		0.02	2.05	-91.62	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:213	WTLEFT(C3:11:EA:D7:53:77)	-0.02	-0.008	0.99	2.93	-1.404	-0.122	0.07	2.02	-91.61	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:233	WTRIGHT(D0:74:13:DA:DA:8C)	0.05	0.987	-0.075	7.507	-0.793	5.371	4.69	0.46	-151.72	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:233	WTRIGHT(D0:74:13:DA:DA:8C)	0.035	1.006	-0.093	7.202	-0.305	3.662	4.82	0.38	-151.7	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:245	WTLEFT(C3:11:EA:D7:53:77)	-0.024	-0.004	0.996	1.77	-0.427		0.11	2	-91.6	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:245	WTLEFT(C3:11:EA:D7:53:77)	-0.008	0.002	1.024	1.831	-0.061		0.14	1.99	-91.59	-80.948	-1.078	8.232	27.6	100
2025-6-24 23:35:33:300	WTRIGHT(D0:74:13:DA:DA:8C)	0.047	1.002	-0.124	5.737	-1.587	1.648	4.94	0.34	-151.71	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:300	WTRIGHT(D0:74:13:DA:DA:8C)	-0.529	0.976	-0.099	5.859	-1.709	2.319	5.04	0.3	-151.71	-53.704	-39.886	82.614	28.3	100
2025-6-24 23:35:33:324	WTRIGHT(D0:74:13:DA:DA:8C)	0.076	1.446	-0.202	9.155	4.028	3.54	5.17	0.25	-151.68	-53.704	-39.886	82.614	28.3	100
