timestamp,device_name,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,qua_w,qua_x,qua_y,qua_z,glb_angle_x,glb_angle_y,glb_angle_z,glb_acc_x,glb_acc_y,glb_acc_z,glb_gyro_x,glb_gyro_y,glb_gyro_z,imu_angle_x,imu_angle_y,imu_angle_z,norm_time
2025-5-24 13:25:47:549,WTGSB-A6,-1.1993152363643569,-9.447993896748446,2.311527468150355,0.6603148122950888,-18.79993840928047,8.679905857765817,0.6821,-0.50153,0.43869,-0.30112,-83.42,18.87,-61.25000000000001,3.945100138849195,0.5210816564073801,4.673062775420579,8.605423077489402,-3.8569035341049984,16.661536007267202,-34.07608620466601,66.48164389960401,-74.05176704668601,2025-05-24 13:25:47:549
2025-5-24 13:25:47:550,WTGSB-A6,-1.238749790529103,-9.614544760875104,2.2094928930348834,0.29404831509071505,-18.837851669734956,9.83220174884024,0.6821,-0.50153,0.43869,-0.30112,-83.39,18.91,-61.05,2.7410032213055535,-2.079250387230915,11.764510181008237,8.518144089443002,-0.7763642701567974,19.426443420822203,-34.15639279323,66.303709935894,-73.98556187303402,2025-05-24 13:25:47:550
2025-5-24 13:25:47:550,WTGSB-A6,-1.3226171762809251,-9.869513549738182,2.0532034503067527,0.08116829058296136,-18.889809757241455,10.927873945472895,0.6821,-0.50153,0.43869,-0.30112,-83.35,18.96,-60.85000000000001,0.7907096753098819,-2.245900739332043,10.911103732342859,10.626627734385803,0.22309670226700185,19.436685748721004,-34.240870878943994,66.12863856461802,-73.90615177052601,2025-05-24 13:25:47:550
2025-5-24 13:25:47:550,WTGSB-A6,-1.4219875217453535,-10.1287867252655,1.93206624131031,0.061273787749338136,-18.933970077052766,11.801040393615239,0.6821,-0.50153,0.43869,-0.30112,-83.29,19.0,-60.64000000000001,-0.7764071547395672,-1.6276665163584352,8.497734537720408,12.817009512261002,-3.125664157147199,19.284037433359202,-34.311131544804,65.94034342737001,-73.811812003044,2025-05-24 13:25:47:550
2025-5-24 13:25:47:551,WTGSB-A6,-1.4946322238140382,-10.337082495901056,1.8997841998879212,0.25423099772878116,-18.951759517804636,12.312791608773443,0.6821,-0.50153,0.43869,-0.30112,-83.25,19.06,-60.43999999999999,0.9623422430405544,-0.7182662154630792,14.484587624888242,12.990089553574203,1.237031284896002,20.601442569172804,-34.40411783347201,65.76842709340201,-73.728201994932,2025-05-24 13:25:47:551
2025-5-24 13:25:47:551,WTGSB-A6,-1.5149726258640288,-10.470323836995938,1.9565240600453149,0.6780810426637145,-18.94380430225542,12.38762823937057,0.6821,-0.50153,0.43869,-0.30112,-83.21,19.12,-60.24000000000001,1.8710303280362741,-0.32831364655888473,7.814498118705973,14.731761147288402,0.663190991730799,19.6494347549038,-34.49710412213999,65.59651075943401,-73.64459198681999,2025-05-24 13:25:47:551
2025-5-24 13:25:47:551,WTGSB-A6,-1.4918852527006792,-10.524559307663374,2.0781250835340908,1.3246017966501362,-18.92856699620444,12.052005701527438,0.6821,-0.50153,0.43869,-0.30112,-83.18,19.17,-60.04999999999999,0.7489568771508108,-0.7072701109339041,11.693059505423484,11.3658739045364,0.8208253618276,19.4198127124856,-34.58295471895001,65.43121567194801,-73.57530643163801,2025-05-24 13:25:47:551
2025-5-24 13:25:47:552,WTGSB-A6,-1.4625184442795085,-10.490143244323104,2.243021908288897,2.123939114593226,-18.92591867464026,11.438357089157662,0.6821,-0.50153,0.43869,-0.30112,-83.11,19.2,-59.85,2.8340263333525644,-1.5258476953878524,9.815989140263532,11.995174937346203,-4.4333788123982,17.7167734696946,-34.637406281344006,65.24895689143402,-73.47728107058201,2025-05-24 13:25:47:552
2025-5-24 13:25:47:561,WTRIGHT,-1.883466457170245,-9.559080382553299,0.4879169054168708,6.953612189911283,-21.087285151892715,-9.226791503025499,-0.12167,0.06149,-0.69608,0.70483,-87.5,-2.46,193.69,-0.7243291281032004,4.454824110303054,11.771990886999685,-12.134196766745099,6.201901730794495,18.6698220798401,98.625737153804,158.163839245316,-23.900361998750974,2025-05-24 13:25:47:561
2025-5-24 13:25:47:562,WTRIGHT,-1.712772295267808,-9.78066449992221,0.37292521911127613,7.562659136720014,-21.666327170211446,-11.113922328071233,-0.12167,0.06149,-0.69608,0.70483,-87.46,-2.51,193.8,2.288362892776236,-0.8290385400200544,9.48926003428313,-11.799195556034,8.642740516567997,21.942360594432802,98.59098644036399,158.05775548951902,-23.83924491847398,2025-05-24 13:25:47:562
2025-5-24 13:25:47:562,WTRIGHT,-1.5161607699576392,-9.843156927761928,0.3144409261486083,8.263461772159328,-22.234042874477023,-13.143804296881532,-0.12167,0.06149,-0.69608,0.70483,-87.42,-2.58,193.91,-2.683618765762658,-0.07679892423824485,13.695160369311767,-12.869379482214,11.907811830356398,19.8247529140577,98.56137807193599,157.951696441596,-23.75880237507298,2025-05-24 13:25:47:562
2025-5-24 13:25:47:562,WTRIGHT,-1.3297910684055145,-9.741115700808813,0.24346378646831252,9.037654250072924,-22.79276519878379,-15.157767341272228,-0.12167,0.06149,-0.69608,0.70483,-87.37,-2.68,194.04,-0.11217614587194547,-2.788792066588975,6.774953261759637,-16.3774153717709,15.492364346121798,23.682762816632202,98.528201857887,157.826609567434,-23.64634538535398,2025-05-24 13:25:47:562
