timestamp,device_name,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,qua_w,qua_x,qua_y,qua_z,glb_angle_x,glb_angle_y,glb_angle_z,glb_acc_x,glb_acc_y,glb_acc_z,glb_gyro_x,glb_gyro_y,glb_gyro_z,imu_angle_x,imu_angle_y,imu_angle_z,norm_time
2025-5-24 13:10:41:256,WTRIGHT,1.1052580406607482,-9.505209407959082,0.7568417022374591,-10.239467654642635,-2.3931011512285627,0.16165516992878998,-0.49118,0.54233,-0.4855,0.47833,-96.05000000000001,-3.6199999999999997,277.01000000000005,1.0349465528669035,-2.599078003973412,11.31832174801541,-2.2370627103439995,11.305329706962599,3.2164863570160005,-6.676152867086003,88.37279443582,-90.929424519922,2025-05-24 13:10:41:256
2025-5-24 13:10:41:256,WTRIGHT,1.0804318130380415,-9.671231471472005,0.8662545981089955,-9.373079360024796,-2.1738429531917123,0.30713997066608173,-0.49118,0.54233,-0.4855,0.47833,-96.09,-3.64,277.03000000000003,1.717786069967992,0.8877112546641377,11.423599500660423,-1.0437206493758002,10.726565781446599,2.0123188145342,-6.658219971850002,88.35603747559998,-90.971816559162,2025-05-24 13:10:41:256
2025-5-24 13:10:41:256,WTRIGHT,1.0410024452597977,-9.800126699676849,1.0623209992606448,-8.371665327153968,-2.1782972189381296,0.5114141792328449,-0.49118,0.54233,-0.4855,0.47833,-96.11,-3.64,277.03000000000003,0.4000994347128528,-0.9757773644396663,9.814682547243786,1.6042268047736,9.641849339653998,-2.065452537474199,-6.659637367497986,88.35717167902399,-90.99173178311798,2025-05-24 13:10:41:256
2025-5-24 13:10:41:256,WTRIGHT,0.9956970996395167,-9.879997603000959,1.3219354006609088,-7.248587613348,-2.3522435415534124,0.7119487502393345,-0.49118,0.54233,-0.4855,0.47833,-96.12,-3.6500000000000004,277.06,2.461470943636284,-0.4419908520055622,9.663026700936918,0.2705335600479999,6.613376900302999,3.9016599588878007,-6.649124429299995,88.32828166262598,-91.004165684712,2025-05-24 13:10:41:256
2025-5-24 13:10:41:256,WTRIGHT,0.9500721533033405,-9.925885769123607,1.6049753585029325,-6.050033580874086,-2.601990704912832,0.8654929241331316,-0.49118,0.54233,-0.4855,0.47833,-96.13,-3.6500000000000004,277.09000000000003,2.601828255296581,-0.5195850420468582,9.452152740194416,0.8712190185853999,5.9406162498758,2.9199990479470004,-6.648576437990002,88.29893211247399,-91.01591653761801,2025-05-24 13:10:41:256
2025-5-24 13:10:41:256,WTRIGHT,0.9116885838186556,-9.950918694048346,1.8712889364869851,-4.8215363441487655,-2.8337239769895075,0.9515325333848706,-0.49118,0.54233,-0.4855,0.47833,-96.13,-3.6500000000000004,277.11,2.8330330266490815,-0.048215228637405794,9.741732483397334,1.3290517677049993,5.0126591068836,3.3648194733158,-6.647738645234007,88.27898767789799,-91.01711203157001,2025-05-24 13:10:41:256
2025-5-24 13:10:41:257,WTRIGHT,0.8881725157547495,-9.959212352280803,2.0964743680579785,-3.594474018803138,-2.990661021889288,0.9657187808353268,-0.49118,0.54233,-0.4855,0.47833,-96.12,-3.6600000000000006,277.14,2.910394715605288,0.06403348487057148,10.17459137402238,1.3297633595639995,3.8357397354823997,3.0520745569766,-6.635808311388004,88.24896345807599,-91.00963070920801,2025-05-24 13:10:41:257
2025-5-24 13:10:41:257,WTRIGHT,0.8803444732319867,-9.9524563070064,2.273516705703941,-2.392317571080502,-3.0509742609481254,0.9214912057836583,-0.49118,0.54233,-0.4855,0.47833,-96.11,-3.6600000000000006,277.17,3.082788586116206,-0.39483367432612804,9.733670209163222,0.7255241800103999,2.6198892451437996,2.8366825063278,-6.633842924429992,88.2184797045,-91.001466338158,2025-05-24 13:10:41:257
2025-5-24 13:10:41:275,WTGSB-A6,-2.499790057457221,-9.064373702930544,0.7209600572792348,5.265125554476447,-5.753189434467734,-8.573576410729308,0.72995,-0.64902,-0.03952,0.21039,-78.97,11.8,18.63,0.3910234097794328,-0.5343435436225557,9.589800957213635,9.324016070463799,-7.2062910078578,2.9597290338164006,-71.50599655593601,3.055648217245995,39.981452273806,2025-05-24 13:10:41:275
2025-5-24 13:10:41:275,WTGSB-A6,-2.5580184167354765,-9.084530919515055,0.6311947811843105,4.672234365977144,-5.54512459730377,-7.822053803076456,0.72995,-0.64902,-0.03952,0.21039,-78.95,11.76,18.52,-0.6770533830621206,-1.3951145196519423,9.252426410853014,8.2434713176002,-6.102114798801001,3.072360016305402,-71.47847593576402,3.1538299916220005,39.92062823522,2025-05-24 13:10:41:275
2025-5-24 13:10:41:275,WTGSB-A6,-2.617868802766328,-9.101457280785237,0.5551396322288007,4.0475172052671935,-5.349743511157769,-6.867892237293056,0.72995,-0.64902,-0.03952,0.21039,-78.93,11.72,18.41,0.0639207388530662,-0.9765385119786778,9.522975511113295,7.8568675662378,-5.388623487506001,3.478955034043602,-71.45095531559201,3.252011765997999,39.859804196634,2025-05-24 13:10:41:275
2025-5-24 13:10:41:275,WTGSB-A6,-2.678533304959488,-9.116572201546303,0.48340705042793736,3.3786468505994365,-5.140199527094831,-5.756027788004525,0.72995,-0.64902,-0.03952,0.21039,-78.9,11.69,18.3,-0.3642313484879742,-0.9881278787295384,9.564581895964329,6.8542405621252,-4.584158301974598,3.9922697299811993,-71.410767944598,3.3483240213760013,39.804981009936,2025-05-24 13:10:41:275
