timestamp,device_name,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,qua_w,qua_x,qua_y,qua_z,glb_angle_x,glb_angle_y,glb_angle_z,glb_acc_x,glb_acc_y,glb_acc_z,glb_gyro_x,glb_gyro_y,glb_gyro_z,imu_angle_x,imu_angle_y,imu_angle_z,norm_time
2025-5-24 13:11:8:515,WTGSB-A6,-0.06761197077000733,-7.259204903260893,2.399583527391407,-1.4240548532333404,32.19497098830799,-15.206301540238625,0.52911,-0.32458,0.52048,-0.58621,-76.98,9.5,-102.94,2.9748581137541064,-2.210795197122943,5.5586533120079835,-8.3012718610366,8.053180787071003,-33.0760379759812,26.06757559326002,77.39728161723602,-99.689575514052,2025-05-24 13:11:08:515
2025-5-24 13:11:8:515,WTGSB-A6,-0.4596854305258253,-7.355777217747787,2.267360578541229,-1.6492578058720593,31.97164148885843,-12.379379063422116,0.52911,-0.32458,0.52048,-0.58621,-77.03,9.48,-102.89,-0.12928974406612992,-2.160213252496045,3.3494336737116557,-2.9065573989147993,9.749016352858002,-32.3212422455836,26.089689560320014,77.333436239666,-99.718439555762,2025-05-24 13:11:08:515
2025-5-24 13:11:8:515,WTGSB-A6,-0.9249433821070102,-7.69534027800785,2.1377487282476557,-1.4347989799118197,31.315827198994583,-9.652604616948427,0.52911,-0.32458,0.52048,-0.58621,-77.09,9.49,-102.87,-1.1464329196963572,2.317472801887431,10.382990058467541,4.077171775332798,9.705131535418003,-36.46306988224541,26.090456577210013,77.29843303933801,-99.77203962366602,2025-05-24 13:11:08:515
2025-5-24 13:11:8:515,WTGSB-A6,-1.39371602205062,-8.186472595077507,2.0067140119509785,-0.6438508594600781,30.320624401184386,-7.188393479623509,0.52911,-0.32458,0.52048,-0.58621,-77.12000000000002,9.49,-102.80000000000001,-0.7669308094809382,-0.35276229729593145,9.007463213374258,0.8191440922630004,7.251000266813003,-27.581990847464002,26.08541685965001,77.22320023421202,-99.78266506008401,2025-05-24 13:11:08:515
2025-5-24 13:11:8:515,WTGSB-A6,-1.8206557695983396,-8.729863946029228,1.8427950653557323,0.7655534395436832,29.126464689714755,-5.140127605154112,0.52911,-0.32458,0.52048,-0.58621,-77.16,9.51,-102.73,2.253158990761023,0.27037258880571113,9.207805070394848,4.510210174841799,3.9934203074630026,-27.476138737972402,26.06350518349001,77.14718003523203,-99.807938643074,2025-05-24 13:11:08:515
2025-5-24 13:11:8:515,WTGSB-A6,-2.1907174200241273,-9.25103668234682,1.6212123989192289,2.7474274745449154,27.867861582694008,-3.6331310102778978,0.52911,-0.32458,0.52048,-0.58621,-77.17000000000002,9.53,-102.66,-0.2609090648730894,0.560243792615235,10.38561887118022,4.713074282934201,0.9130839764049994,-27.617174065495604,26.034716546550015,77.079633766734,-99.805272433188,2025-05-24 13:11:08:515
2025-5-24 13:11:8:516,WTGSB-A6,-2.5049261730900065,-9.690058566717111,1.3647381682006516,5.200480492615898,26.634893775516367,-2.7524406989948917,0.52911,-0.32458,0.52048,-0.58621,-77.18,9.56,-102.59,-0.8146483577642001,1.1283724503994956,10.46732872856169,5.1072102664728,-0.5448237452999987,-27.464328235010402,25.99634577018001,77.01310612305602,-99.805273664442,2025-05-24 13:11:08:516
2025-5-24 13:11:8:516,WTGSB-A6,-2.7730194221795004,-10.00074963186059,1.1393432908960965,7.985035059298388,25.503342997120974,-2.5361170450556325,0.52911,-0.32458,0.52048,-0.58621,-77.17000000000002,9.58,-102.51,-1.6342461082160602,1.3179423210162189,10.388745322784525,3.343329524221997,-3.090932330971998,-26.531199604891,25.961270110100013,76.94167215945401,-99.781507446478,2025-05-24 13:11:08:516
2025-5-24 13:11:8:530,WTRIGHT,2.452434133489367,-9.588728421354375,-0.44076981491937256,-17.19234166477849,21.964153238118868,10.4398508671371,-0.30551,0.40985,-0.57611,0.6377,-91.46,-8.3,-119.38000000000001,-0.1978619028501878,0.06947128606410935,7.0915599970239205,18.875491417821504,6.114566864717798,-24.3110398277464,30.423871500806,126.40653360204999,-75.99750257910199,2025-05-24 13:11:08:530
2025-5-24 13:11:8:530,WTRIGHT,2.6015659610409636,-9.812034463089843,-0.6171181093893309,-17.629864144832897,22.565005907233427,10.899702389341865,-0.30551,0.40985,-0.57611,0.6377,-91.52,-8.26,-119.4,1.9859961687986163,3.93309199045736,9.09907472082513,16.6435685094595,8.760803110220497,-25.7642635011691,30.414616987179997,126.42521697283803,-76.069362948224,2025-05-24 13:11:08:530
2025-5-24 13:11:8:530,WTRIGHT,2.8596339519768867,-10.084187925044505,-0.736009302416089,-17.99223245654605,23.34010723510496,11.428319962289715,-0.30551,0.40985,-0.57611,0.6377,-91.55000000000001,-8.22,-119.41,-4.406483617735967,-3.9886292583807688,8.607094356113738,12.211626686622003,3.7812709426312003,-22.903361348261,30.392752033947005,126.431570673826,-76.114980015725,2025-05-24 13:11:08:530
2025-5-24 13:11:8:530,WTRIGHT,3.111596433582016,-10.32229383354188,-0.761711093154965,-18.32082887660233,24.261544145469937,12.037970827888198,-0.30551,0.40985,-0.57611,0.6377,-91.62,-8.16,-119.45,-0.30427954850190897,0.1627260735007956,15.535210711184298,20.5603319387349,6.509614048493999,-30.830185276893808,30.36761817114,126.467795904158,-76.205276999919,2025-05-24 13:11:08:530
