timestamp,device_name,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,qua_w,qua_x,qua_y,qua_z,glb_angle_x,glb_angle_y,glb_angle_z,glb_acc_x,glb_acc_y,glb_acc_z,glb_gyro_x,glb_gyro_y,glb_gyro_z,imu_angle_x,imu_angle_y,imu_angle_z,norm_time
2025-5-24 13:19:5:40,WTGSB-A6,-3.887625599449896,-8.7792357446607,1.915004020619748,-0.13481559542031515,0.020733543423354435,-0.30135950200226685,0.74307,-0.52637,0.36536,-0.19275,-79.57,21.37,-46.54,-0.2509755009882726,0.5401006254736491,9.74939223148273,-0.3480167398221,-0.07282292513279996,0.007711621323699999,-50.91766430053099,58.710485986457,-53.962736570998,2025-05-24 13:19:05:040
2025-5-24 13:19:5:40,WTGSB-A6,-3.8917479597519478,-8.782344033601948,1.9145441148089093,-0.1310563964892336,0.029246674071569556,-0.27798729610759115,0.74307,-0.52637,0.36536,-0.19275,-79.56,21.38,-46.58,-0.27231495701736996,0.5977536429522208,9.796100243903073,-0.3719715865637,0.01780429055159999,-0.2175261918755,-50.904186928131985,58.750142692265996,-53.956013612462,2025-05-24 13:19:05:040
2025-5-24 13:19:5:41,WTGSB-A6,-3.8986966798529217,-8.782864435484107,1.9139216134626302,-0.12113317168262605,0.03068445975734217,-0.2612864550915204,0.74307,-0.52637,0.36536,-0.19275,-79.56,21.39,-46.63000000000001,-0.22421753432584524,0.5407588931273919,9.799913991714968,-0.262344090861,-0.07463275484840001,-0.0021281785408000103,-50.893894730075985,58.800012212007005,-53.958537094189005,2025-05-24 13:19:05:041
2025-5-24 13:19:5:41,WTGSB-A6,-3.9073528950161993,-8.779218888318704,1.9138824383795734,-0.10680353568084756,0.026838117536569606,-0.2582602084680236,0.74307,-0.52637,0.36536,-0.19275,-79.56,21.4,-46.68000000000001,-0.30706942345416754,0.5755318390614854,9.801475829155358,-0.12584590145280003,0.042745866571000005,0.030583488863900003,-50.88360253202001,58.849881731748,-53.96106057591601,2025-05-24 13:19:05:041
2025-5-24 13:19:5:42,WTGSB-A6,-3.9159062494591734,-8.771282459547928,1.9152982746273903,-0.09099763781452908,0.021244888352802176,-0.2732199134982007,0.74307,-0.52637,0.36536,-0.19275,-79.55,21.41,-46.72,-0.33008281260531946,0.5768175118431027,9.783199610279153,-0.262344090861,-0.07463275484840001,-0.0021281785408000103,-50.870125159621,58.889538437557,-53.954337617380006,2025-05-24 13:19:05:042
2025-5-24 13:19:5:42,WTGSB-A6,-3.9224833338440828,-8.760320020976547,1.9183987236716777,-0.07728783028049177,0.01687437246984437,-0.3062153507981076,0.74307,-0.52637,0.36536,-0.19275,-79.55,21.42,-46.77,-0.2945786074762564,0.628424105181772,9.778947079846851,-0.2729963788164,-0.2347572428388,-0.06542333480940002,-50.85983296156498,58.93940795729801,-53.956861099107,2025-05-24 13:19:05:042
2025-5-24 13:19:5:43,WTGSB-A6,-3.9258481842697974,-8.748464011691189,1.922592800573905,-0.069217556149952,0.015538272701093548,-0.3544626319955556,0.74307,-0.52637,0.36536,-0.19275,-79.54,21.43,-46.81,-0.2836937864174782,0.6390603948856755,9.75020746060179,-0.262344090861,-0.07463275484840001,-0.0021281785408000103,-50.84635558916601,58.97906466310701,-53.95013814057101,2025-05-24 13:19:05:043
2025-5-24 13:19:5:43,WTGSB-A6,-3.925508704266895,-8.738199647743842,1.9270996365882835,-0.06972193488831743,0.018073944976574115,-0.41390156424397906,0.74307,-0.52637,0.36536,-0.19275,-79.54,21.43,-46.86,-0.30456859297648764,0.6000340316862687,9.757965913145068,-0.31849577528580003,-0.2738834499786,-0.07632722394429997,-50.829352565396015,59.025219952697,-53.959075754616,2025-05-24 13:19:05:043
2025-5-24 13:19:5:52,WTRIGHT,2.690810797170033,-9.319843782416415,1.9955915895700125,-0.06269749412625239,0.08979435376973395,-0.04322722005515592,-0.68976,0.6257,-0.13467,0.33838,-79.37000000000002,-14.43,-42.24,0.40808620997674316,-0.049724451468634356,9.909313372337953,-0.07432590022880001,-0.0941872201656,-0.022037272738200005,-59.179112517747015,16.810233681513,-67.124776136156,2025-05-24 13:19:05:052
2025-5-24 13:19:5:52,WTRIGHT,2.690012926488456,-9.32592805186163,1.9864570963686192,-0.07570454591235239,0.09439215542469465,-0.040382345673777215,-0.68616,0.62265,-0.13748,0.34995,-79.37000000000002,-14.43,-42.25,0.3415151775482641,-0.05995409584737299,9.919610963601441,-0.125583440059,0.03322314125999999,-0.041537287418,-57.96032290653401,15.93346678467,-68.39243783466199,2025-05-24 13:19:05:052
2025-5-24 13:19:5:52,WTRIGHT,2.6893429035623364,-9.329770963562948,1.977419776854092,-0.06831294375617027,0.10008949685971189,-0.045058920830729335,-0.68616,0.62265,-0.13748,0.34995,-79.37000000000002,-14.44,-42.26,0.26257544392088294,-0.06623852478793513,9.894085452616391,-0.20592003454320001,0.23468884904100004,-0.26442578829240004,-57.95627969606801,15.943178174960003,-68.401887230374,2025-05-24 13:19:05:052
2025-5-24 13:19:5:52,WTRIGHT,2.6889193958575,-9.331658497758799,1.9696998899908558,-0.04020254245858149,0.10408197929247201,-0.05690122507468077,-0.68616,0.62265,-0.13748,0.34995,-79.36,-14.44,-42.28,0.2595448013159408,-0.06603805990623801,9.90340860829344,0.05655423581999999,-0.0037408364070000005,-0.1739776059,-57.95405079154399,15.965282516360007,-68.39937637299201,2025-05-24 13:19:05:052
