        time, timestamp,  aX(m/s²),  aY(m/s²),  aZ(m/s²), |a|(m/s²),  Ax(m/s²),  Ay(m/s²),  Az(m/s²), |A|(m/s²),   Gx(°/s),   Gy(°/s),   Gz(°/s),G_abs(°/s),  MagX(uT),  MagY(uT),  MagZ(uT),Mag_abs(uT), THE(°C),Pressure(hPa),height(m),        w,         x,         y,         z, angleX(°), angleY(°), angleZ(°),offsetX(m),offsetY(m),offsetZ(m),     steps,state, asX(m/s²), asY(m/s²), asZ(m/s²),|as|(m/s²), ADC1,GPIO
20:32:24.491,  12233278,    -0.010,    -0.062,     0.000,     0.063,    -1.660,    -9.709,     0.579,     9.867,     0.000,     0.000,     0.000,     0.000,    22.810,    83.839,   -41.844,    96.438,     26.88,  1001.689,    96.699,    0.5768,   -0.6064,   -0.3205,    0.4435,   -86.567,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2646,  01
20:32:24.536,  12233311,    -0.010,    -0.057,     0.000,     0.058,    -1.660,    -9.709,     0.579,     9.867,     0.000,     0.000,     0.000,     0.000,    22.961,    83.688,   -42.146,    96.474,     26.88,  1001.689,    96.699,    0.5768,   -0.6064,   -0.3205,    0.4435,   -86.567,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2646,  01
20:32:24.566,  12233344,    -0.010,    -0.057,     0.000,     0.058,    -1.660,    -9.709,     0.579,     9.867,     0.000,     0.000,     0.000,     0.000,    22.508,    83.990,   -41.995,    96.564,     26.88,  1001.689,    96.699,    0.5768,   -0.6064,   -0.3205,    0.4435,   -86.567,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2649,  01
20:32:24.581,  12233377,    -0.010,    -0.057,     0.000,     0.058,    -1.660,    -9.709,     0.579,     9.867,     0.000,     0.000,     0.000,     0.000,    22.659,    84.142,   -41.995,    96.731,     26.88,  1001.689,    96.699,    0.5768,   -0.6065,   -0.3205,    0.4435,   -86.572,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2651,  01
20:32:24.626,  12233410,    -0.010,    -0.057,     0.005,     0.058,    -1.656,    -9.709,     0.579,     9.866,     0.000,     0.000,     0.000,     0.000,    23.112,    84.293,   -41.844,    96.904,     26.88,  1001.689,    96.699,    0.5768,   -0.6065,   -0.3205,    0.4435,   -86.567,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2651,  01
20:32:24.656,  12233443,    -0.010,    -0.062,     0.000,     0.063,    -1.656,    -9.709,     0.579,     9.866,     0.000,     0.000,     0.000,     0.000,    22.961,    83.990,   -41.693,    96.540,     26.88,  1001.689,    96.699,    0.5768,   -0.6064,   -0.3205,    0.4435,   -86.567,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2651,  01
20:32:24.686,  12233476,    -0.005,    -0.057,     0.005,     0.058,    -1.656,    -9.709,     0.584,     9.867,     0.000,     0.000,     0.000,     0.000,    23.112,    83.990,   -41.844,    96.641,     26.88,  1001.689,    96.699,    0.5768,   -0.6064,   -0.3205,    0.4435,   -86.567,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2649,  01
20:32:24.716,  12233509,    -0.005,    -0.057,     0.005,     0.058,    -1.656,    -9.709,     0.584,     9.867,     0.000,     0.000,     0.000,     0.000,    22.961,    83.839,   -41.995,    96.540,     26.88,  1001.689,    96.699,    0.5768,   -0.6064,   -0.3205,    0.4435,   -86.567,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2646,  01
20:32:24.746,  12233542,    -0.010,    -0.057,     0.005,     0.058,    -1.656,    -9.709,     0.579,     9.866,     0.000,     0.000,     0.000,     0.000,    22.659,    83.839,   -41.693,    96.337,     26.88,  1001.689,    96.699,    0.5768,   -0.6064,   -0.3205,    0.4435,   -86.567,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2647,  01
20:32:24.776,  12233575,    -0.010,    -0.057,     0.005,     0.058,    -1.656,    -9.709,     0.584,     9.867,     0.000,     0.000,     0.000,     0.000,    22.961,    83.688,   -41.391,    96.147,     26.88,  1001.689,    96.699,    0.5769,   -0.6064,   -0.3205,    0.4435,   -86.567,     9.679,    65.984,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.062,     0.062, 2649,  01
