        time, timestamp,  aX(m/s²),  aY(m/s²),  aZ(m/s²), |a|(m/s²),  Ax(m/s²),  Ay(m/s²),  Az(m/s²), |A|(m/s²),   Gx(°/s),   Gy(°/s),   Gz(°/s),G_abs(°/s),  MagX(uT),  MagY(uT),  MagZ(uT),Mag_abs(uT), THE(°C),Pressure(hPa),height(m),        w,         x,         y,         z, angleX(°), angleY(°), angleZ(°),offsetX(m),offsetY(m),offsetZ(m),     steps,state, asX(m/s²), asY(m/s²), asZ(m/s²),|as|(m/s²), ADC1,GPIO
20:31:43.476,    563112,     0.005,     0.010,     0.014,     0.018,     4.656,     4.800,     7.202,     9.827,     0.000,     0.000,     0.000,     0.000,   -47.433,   -21.904,   -62.540,    81.492,     25.37,  1001.786,    95.879,    0.8992,    0.3192,   -0.1784,    0.2401,    33.695,   -28.306,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2726,  01
20:31:43.492,    563145,     0.005,     0.010,     0.014,     0.018,     4.656,     4.800,     7.202,     9.827,     0.000,     0.000,     0.000,     0.000,   -47.585,   -21.602,   -62.540,    81.499,     25.37,  1001.786,    95.879,    0.8992,    0.3192,   -0.1784,    0.2401,    33.695,   -28.301,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2715,  01
20:31:43.551,    563178,     0.005,     0.010,     0.014,     0.018,     4.656,     4.800,     7.202,     9.827,     0.000,     0.000,     0.000,     0.000,   -47.585,   -21.451,   -62.540,    81.459,     25.37,  1001.786,    95.879,    0.8992,    0.3192,   -0.1784,    0.2401,    33.695,   -28.301,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2712,  01
20:31:43.567,    563211,     0.005,     0.010,     0.014,     0.018,     4.656,     4.800,     7.202,     9.827,     0.000,     0.000,     0.000,     0.000,   -47.433,   -21.451,   -62.540,    81.371,     25.37,  1001.786,    95.879,    0.8992,    0.3192,   -0.1784,    0.2401,    33.695,   -28.301,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2715,  01
20:31:43.597,    563244,     0.005,     0.010,     0.014,     0.018,     4.651,     4.800,     7.202,     9.825,     0.000,     0.000,     0.000,     0.000,   -47.585,   -21.753,   -62.691,    81.655,     25.37,  1001.786,    95.879,    0.8992,    0.3192,   -0.1784,    0.2401,    33.695,   -28.301,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2718,  01
20:31:43.626,    563277,     0.005,     0.010,     0.014,     0.018,     4.651,     4.800,     7.202,     9.825,     0.000,     0.000,     0.000,     0.000,   -47.433,   -21.602,   -62.691,    81.527,     25.37,  1001.786,    95.879,    0.8992,    0.3192,   -0.1784,    0.2401,    33.690,   -28.295,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2721,  01
20:31:43.656,    563310,     0.005,     0.010,     0.014,     0.018,     4.651,     4.800,     7.202,     9.825,     0.000,     0.000,     0.000,     0.000,   -47.585,   -21.300,   -62.389,    81.304,     25.37,  1001.786,    95.879,    0.8992,    0.3192,   -0.1784,    0.2401,    33.690,   -28.295,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2723,  01
20:31:43.702,    563343,     0.005,     0.010,     0.014,     0.018,     4.651,     4.800,     7.202,     9.825,     0.000,     0.000,     0.000,     0.000,   -47.433,   -21.904,   -62.540,    81.492,     25.37,  1001.786,    95.877,    0.8992,    0.3192,   -0.1783,    0.2401,    33.690,   -28.295,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2726,  01
20:31:43.746,    563376,     0.005,     0.010,     0.014,     0.018,     4.651,     4.800,     7.202,     9.825,     0.000,     0.000,     0.000,     0.000,   -47.282,   -21.300,   -62.540,    81.244,     25.37,  1001.787,    95.877,    0.8993,    0.3192,   -0.1783,    0.2400,    33.690,   -28.295,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2727,  01
20:31:43.762,    563409,     0.005,     0.010,     0.014,     0.018,     4.651,     4.800,     7.202,     9.825,     0.000,     0.000,     0.000,     0.000,   -47.736,   -21.753,   -62.842,    81.859,     25.37,  1001.787,    95.877,    0.8993,    0.3192,   -0.1783,    0.2400,    33.690,   -28.290,    21.160,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.000,     0.019,     0.019, 2727,  01
