        time, timestamp,  aX(m/s²),  aY(m/s²),  aZ(m/s²), |a|(m/s²),  Ax(m/s²),  Ay(m/s²),  Az(m/s²), |A|(m/s²),   Gx(°/s),   Gy(°/s),   Gz(°/s),G_abs(°/s),  MagX(uT),  MagY(uT),  MagZ(uT),Mag_abs(uT), THE(°C),Pressure(hPa),height(m),        w,         x,         y,         z, angleX(°), angleY(°), angleZ(°),offsetX(m),offsetY(m),offsetZ(m),     steps,state, asX(m/s²), asY(m/s²), asZ(m/s²),|as|(m/s²), ADC1,GPIO
20:31:16.606,    532643,     0.014,     0.000,     0.048,     0.050,    -0.096,    -0.077,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.604,   139.128,    97.435,   169.855,     25.10,  1001.832,    95.496,    0.9978,   -0.0043,    0.0056,    0.0659,    -0.445,     0.665,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2730,  01
20:31:16.652,    532676,     0.014,     0.000,     0.048,     0.050,    -0.096,    -0.072,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.453,   138.977,    97.435,   169.730,     25.10,  1001.832,    95.496,    0.9978,   -0.0043,    0.0055,    0.0659,    -0.445,     0.659,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2717,  01
20:31:16.667,    532709,     0.014,     0.000,     0.048,     0.050,    -0.096,    -0.072,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.604,   138.977,    97.133,   169.558,     25.10,  1001.832,    95.496,    0.9978,   -0.0042,    0.0055,    0.0659,    -0.445,     0.654,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2723,  01
20:31:16.697,    532742,     0.014,     0.000,     0.048,     0.050,    -0.096,    -0.072,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.604,   139.128,    97.737,   170.028,     25.10,  1001.832,    95.496,    0.9978,   -0.0042,    0.0054,    0.0659,    -0.445,     0.648,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2723,  01
20:31:16.757,    532775,     0.014,     0.000,     0.048,     0.050,    -0.091,    -0.072,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.453,   138.977,    97.435,   169.730,     25.10,  1001.832,    95.496,    0.9978,   -0.0042,    0.0054,    0.0659,    -0.445,     0.648,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2729,  01
20:31:16.772,    532808,     0.014,     0.000,     0.048,     0.050,    -0.091,    -0.072,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.453,   138.977,    97.435,   169.730,     25.10,  1001.832,    95.496,    0.9978,   -0.0042,    0.0053,    0.0659,    -0.445,     0.643,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2731,  01
20:31:16.802,    532841,     0.014,     0.000,     0.048,     0.050,    -0.091,    -0.072,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.453,   138.977,    97.133,   169.557,     25.10,  1001.832,    95.496,    0.9978,   -0.0042,    0.0053,    0.0659,    -0.445,     0.637,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2744,  01
20:31:16.832,    532874,     0.014,     0.000,     0.048,     0.050,    -0.091,    -0.072,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.302,   139.279,    97.284,   169.891,     25.10,  1001.832,    95.496,    0.9978,   -0.0042,    0.0052,    0.0659,    -0.445,     0.632,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2767,  01
20:31:16.877,    532907,     0.014,     0.000,     0.048,     0.050,    -0.091,    -0.072,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.755,   139.128,    97.586,   169.942,     25.10,  1001.832,    95.496,    0.9978,   -0.0042,    0.0052,    0.0659,    -0.445,     0.626,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2735,  01
20:31:16.907,    532940,     0.014,     0.000,     0.048,     0.050,    -0.091,    -0.072,     9.853,     9.853,     0.000,     0.000,     0.000,     0.000,     0.453,   139.279,    97.435,   169.978,     25.10,  1001.832,    95.496,    0.9978,   -0.0042,    0.0052,    0.0659,    -0.445,     0.621,     7.553,     0.000,     0.000,     0.000,         0, idle,     0.014,     0.000,     0.048,     0.050, 2738,  01
